,ActivityIdentifier,Dissolved oxygen (DO),Nitrate,"Temperature, water",Turbidity,pH,ProjectIdentifier,ActivityStartDate,LongitudeMeasure,LatitudeMeasure,Year,Month,Day,Weekday,Hour,Previous_DO,Previous_Temp,Previous_Turb,Previous_pH,DO_lag1,Temp_lag1,Turb_lag1,pH_lag1,Predicted_DO(1 day into the future)
453,11NPSWRD_WQX-GOGA_CCSF_OM10_19890502_1434399,11.9,1.0,11.9,4.9399999999999995,7.68,GOGA0003,1989-05-02,-122.520337,37.763828,1989,5,2,1,0,12.0,12.0,4.9399999999999995,7.69,12.0,12.0,4.9399999999999995,7.69,11.899999999999999
454,11NPSWRD_WQX-GOGA_CCSF_OM10_19890502_1434401,11.9,1.0,11.9,4.9399999999999995,7.69,GOGA0003,1989-05-02,-122.520337,37.763828,1989,5,2,1,0,11.9,11.9,4.9399999999999995,7.68,11.9,11.9,4.9399999999999995,7.68,11.899999999999999
455,11NPSWRD_WQX-GOGA_CCSF_OM10_19890502_1434402,11.9,1.0,11.9,4.9399999999999995,7.69,GOGA0003,1989-05-02,-122.520337,37.763828,1989,5,2,1,0,11.9,11.9,4.9399999999999995,7.69,11.9,11.9,4.9399999999999995,7.69,11.899999999999999
456,11NPSWRD_WQX-GOGA_CCSF_OM10_19890627_1434405,13.4,1.0,13.4,4.9399999999999995,7.74,GOGA0003,1989-06-27,-122.520337,37.763828,1989,6,27,1,0,11.9,11.9,4.9399999999999995,7.69,11.9,11.9,4.9399999999999995,7.69,13.40000000000001
457,11NPSWRD_WQX-GOGA_CCSF_OM10_19890627_1434407,13.3,1.0,13.3,4.9399999999999995,7.75,GOGA0003,1989-06-27,-122.520337,37.763828,1989,6,27,1,0,13.4,13.4,4.9399999999999995,7.74,13.4,13.4,4.9399999999999995,7.74,13.299999999999976
458,11NPSWRD_WQX-GOGA_CCSF_OM10_19890627_1434409,13.3,1.0,13.3,4.9399999999999995,7.74,GOGA0003,1989-06-27,-122.520337,37.763828,1989,6,27,1,0,13.3,13.3,4.9399999999999995,7.75,13.3,13.3,4.9399999999999995,7.75,13.299999999999976
459,11NPSWRD_WQX-GOGA_CCSF_OM10_19890627_1434410,13.3,1.0,13.3,4.9399999999999995,7.74,GOGA0003,1989-06-27,-122.520337,37.763828,1989,6,27,1,0,13.3,13.3,4.9399999999999995,7.74,13.3,13.3,4.9399999999999995,7.74,13.299999999999976
460,11NPSWRD_WQX-GOGA_CCSF_OM10_19890627_1434412,13.3,1.0,13.3,4.9399999999999995,7.74,GOGA0003,1989-06-27,-122.520337,37.763828,1989,6,27,1,0,13.3,13.3,4.9399999999999995,7.74,13.3,13.3,4.9399999999999995,7.74,13.299999999999976
461,11NPSWRD_WQX-GOGA_CCSF_OM10_19890712_1434416,12.7,1.0,12.7,4.9399999999999995,7.52,GOGA0003,1989-07-12,-122.520337,37.763828,1989,7,12,2,0,13.3,13.3,4.9399999999999995,7.74,13.3,13.3,4.9399999999999995,7.74,12.700000000000022
462,11NPSWRD_WQX-GOGA_CCSF_OM10_19890712_1434418,12.7,1.0,12.7,4.9399999999999995,7.51,GOGA0003,1989-07-12,-122.520337,37.763828,1989,7,12,2,0,12.7,12.7,4.9399999999999995,7.52,12.7,12.7,4.9399999999999995,7.52,12.700000000000022
463,11NPSWRD_WQX-GOGA_CCSF_OM10_19890712_1434420,12.7,1.0,12.7,4.9399999999999995,7.51,GOGA0003,1989-07-12,-122.520337,37.763828,1989,7,12,2,0,12.7,12.7,4.9399999999999995,7.51,12.7,12.7,4.9399999999999995,7.51,12.700000000000022
464,11NPSWRD_WQX-GOGA_CCSF_OM10_19890712_1434421,12.6,1.0,12.6,4.9399999999999995,7.51,GOGA0003,1989-07-12,-122.520337,37.763828,1989,7,12,2,0,12.7,12.7,4.9399999999999995,7.51,12.7,12.7,4.9399999999999995,7.51,12.599999999999998
465,11NPSWRD_WQX-GOGA_CCSF_OM10_19890712_1434423,12.6,1.0,12.6,4.9399999999999995,7.52,GOGA0003,1989-07-12,-122.520337,37.763828,1989,7,12,2,0,12.6,12.6,4.9399999999999995,7.51,12.6,12.6,4.9399999999999995,7.51,12.599999999999998
466,11NPSWRD_WQX-GOGA_CCSF_OM10_19890712_1434425,12.5,1.0,12.5,4.9399999999999995,7.52,GOGA0003,1989-07-12,-122.520337,37.763828,1989,7,12,2,0,12.6,12.6,4.9399999999999995,7.52,12.6,12.6,4.9399999999999995,7.52,12.5
467,11NPSWRD_WQX-GOGA_CCSF_OM10_19890712_1434426,12.5,1.0,12.5,4.9399999999999995,7.52,GOGA0003,1989-07-12,-122.520337,37.763828,1989,7,12,2,0,12.5,12.5,4.9399999999999995,7.52,12.5,12.5,4.9399999999999995,7.52,12.5
468,11NPSWRD_WQX-GOGA_CCSF_OM10_19890808_1434429,14.1,1.0,14.1,4.9399999999999995,7.9,GOGA0003,1989-08-08,-122.520337,37.763828,1989,8,8,1,0,12.5,12.5,4.9399999999999995,7.52,12.5,12.5,4.9399999999999995,7.52,14.099999999999987
469,11NPSWRD_WQX-GOGA_CCSF_OM10_19890808_1434431,14.1,1.0,14.1,4.9399999999999995,7.9,GOGA0003,1989-08-08,-122.520337,37.763828,1989,8,8,1,0,14.1,14.1,4.9399999999999995,7.9,14.1,14.1,4.9399999999999995,7.9,14.099999999999987
470,11NPSWRD_WQX-GOGA_CCSF_OM10_19890808_1434433,14.1,1.0,14.1,4.9399999999999995,7.9,GOGA0003,1989-08-08,-122.520337,37.763828,1989,8,8,1,0,14.1,14.1,4.9399999999999995,7.9,14.1,14.1,4.9399999999999995,7.9,14.099999999999987
471,11NPSWRD_WQX-GOGA_CCSF_OM10_19890808_1434434,14.2,1.0,14.2,4.9399999999999995,7.94,GOGA0003,1989-08-08,-122.520337,37.763828,1989,8,8,1,0,14.1,14.1,4.9399999999999995,7.9,14.1,14.1,4.9399999999999995,7.9,14.200000000000024
472,11NPSWRD_WQX-GOGA_CCSF_OM10_19890808_1434436,14.2,1.0,14.2,4.9399999999999995,7.95,GOGA0003,1989-08-08,-122.520337,37.763828,1989,8,8,1,0,14.2,14.2,4.9399999999999995,7.94,14.2,14.2,4.9399999999999995,7.94,14.200000000000024
473,11NPSWRD_WQX-GOGA_CCSF_OM10_19890808_1434438,14.2,1.0,14.2,4.9399999999999995,7.96,GOGA0003,1989-08-08,-122.520337,37.763828,1989,8,8,1,0,14.2,14.2,4.9399999999999995,7.95,14.2,14.2,4.9399999999999995,7.95,14.200000000000024
474,11NPSWRD_WQX-GOGA_CCSF_OM10_19890808_1434439,14.3,1.0,14.3,4.9399999999999995,8.03,GOGA0003,1989-08-08,-122.520337,37.763828,1989,8,8,1,0,14.2,14.2,4.9399999999999995,7.96,14.2,14.2,4.9399999999999995,7.96,14.299999999999976
475,11NPSWRD_WQX-GOGA_CCSF_OM10_19890808_1434441,14.2,1.0,14.2,4.9399999999999995,8.03,GOGA0003,1989-08-08,-122.520337,37.763828,1989,8,8,1,0,14.3,14.3,4.9399999999999995,8.03,14.3,14.3,4.9399999999999995,8.03,14.200000000000024
476,11NPSWRD_WQX-GOGA_CCSF_OM10_19890912_1434443,15.0,1.0,15.0,4.9399999999999995,7.44,GOGA0003,1989-09-12,-122.520337,37.763828,1989,9,12,1,0,14.2,14.2,4.9399999999999995,8.03,14.2,14.2,4.9399999999999995,8.03,15.0
477,11NPSWRD_WQX-GOGA_CCSF_OM10_19890912_1434445,14.8,1.0,14.8,4.9399999999999995,7.41,GOGA0003,1989-09-12,-122.520337,37.763828,1989,9,12,1,0,15.0,15.0,4.9399999999999995,7.44,15.0,15.0,4.9399999999999995,7.44,14.799999999999972
478,11NPSWRD_WQX-GOGA_CCSF_OM10_19890912_1434447,14.0,1.0,14.0,4.9399999999999995,7.32,GOGA0003,1989-09-12,-122.520337,37.763828,1989,9,12,1,0,14.8,14.8,4.9399999999999995,7.41,14.8,14.8,4.9399999999999995,7.41,14.0
479,11NPSWRD_WQX-GOGA_CCSF_OM10_19890912_1434448,13.7,1.0,13.7,4.9399999999999995,7.3,GOGA0003,1989-09-12,-122.520337,37.763828,1989,9,12,1,0,14.0,14.0,4.9399999999999995,7.32,14.0,14.0,4.9399999999999995,7.32,13.700000000000024
480,11NPSWRD_WQX-GOGA_CCSF_OM10_19890912_1434450,13.7,1.0,13.7,4.9399999999999995,7.31,GOGA0003,1989-09-12,-122.520337,37.763828,1989,9,12,1,0,13.7,13.7,4.9399999999999995,7.3,13.7,13.7,4.9399999999999995,7.3,13.700000000000024
481,11NPSWRD_WQX-GOGA_CCSF_OM10_19890912_1434452,13.7,1.0,13.7,4.9399999999999995,7.33,GOGA0003,1989-09-12,-122.520337,37.763828,1989,9,12,1,0,13.7,13.7,4.9399999999999995,7.31,13.7,13.7,4.9399999999999995,7.31,13.700000000000024
482,11NPSWRD_WQX-GOGA_CCSF_OM10_19890912_1434453,13.7,1.0,13.7,4.9399999999999995,7.33,GOGA0003,1989-09-12,-122.520337,37.763828,1989,9,12,1,0,13.7,13.7,4.9399999999999995,7.33,13.7,13.7,4.9399999999999995,7.33,13.700000000000024
483,11NPSWRD_WQX-GOGA_CCSF_OM10_19891004_1434456,14.1,1.0,14.1,4.9399999999999995,7.76,GOGA0003,1989-10-04,-122.520337,37.763828,1989,10,4,2,0,13.7,13.7,4.9399999999999995,7.33,13.7,13.7,4.9399999999999995,7.33,14.099999999999987
484,11NPSWRD_WQX-GOGA_CCSF_OM10_19891004_1434458,13.7,1.0,13.7,4.9399999999999995,7.75,GOGA0003,1989-10-04,-122.520337,37.763828,1989,10,4,2,0,14.1,14.1,4.9399999999999995,7.76,14.1,14.1,4.9399999999999995,7.76,13.700000000000024
485,11NPSWRD_WQX-GOGA_CCSF_OM10_19891004_1434459,13.5,1.0,13.5,4.9399999999999995,7.76,GOGA0003,1989-10-04,-122.520337,37.763828,1989,10,4,2,0,13.7,13.7,4.9399999999999995,7.75,13.7,13.7,4.9399999999999995,7.75,13.5
486,11NPSWRD_WQX-GOGA_CCSF_OM10_19891004_1434460,13.2,1.0,13.2,4.9399999999999995,7.76,GOGA0003,1989-10-04,-122.520337,37.763828,1989,10,4,2,0,13.5,13.5,4.9399999999999995,7.76,13.5,13.5,4.9399999999999995,7.76,13.200000000000024
487,11NPSWRD_WQX-GOGA_CCSF_OM10_19891004_1434462,12.8,1.0,12.8,4.9399999999999995,7.76,GOGA0003,1989-10-04,-122.520337,37.763828,1989,10,4,2,0,13.2,13.2,4.9399999999999995,7.76,13.2,13.2,4.9399999999999995,7.76,12.799999999999978
488,11NPSWRD_WQX-GOGA_CCSF_OM10_19891004_1434464,12.8,1.0,12.8,4.9399999999999995,7.76,GOGA0003,1989-10-04,-122.520337,37.763828,1989,10,4,2,0,12.8,12.8,4.9399999999999995,7.76,12.8,12.8,4.9399999999999995,7.76,12.799999999999978
489,11NPSWRD_WQX-GOGA_CCSF_OM10_19891004_1434465,12.7,1.0,12.7,4.9399999999999995,7.77,GOGA0003,1989-10-04,-122.520337,37.763828,1989,10,4,2,0,12.8,12.8,4.9399999999999995,7.76,12.8,12.8,4.9399999999999995,7.76,12.700000000000022
490,11NPSWRD_WQX-GOGA_CCSF_OM10_19891004_1434467,12.8,1.0,12.8,4.9399999999999995,7.77,GOGA0003,1989-10-04,-122.520337,37.763828,1989,10,4,2,0,12.7,12.7,4.9399999999999995,7.77,12.7,12.7,4.9399999999999995,7.77,12.799999999999978
491,11NPSWRD_WQX-GOGA_CCSF_OM10_19891107_1434469,14.1,1.0,14.1,4.9399999999999995,7.82,GOGA0003,1989-11-07,-122.520337,37.763828,1989,11,7,1,0,12.8,12.8,4.9399999999999995,7.77,12.8,12.8,4.9399999999999995,7.77,14.099999999999987
492,11NPSWRD_WQX-GOGA_CCSF_OM10_19891107_1434471,13.9,1.0,13.9,4.9399999999999995,7.83,GOGA0003,1989-11-07,-122.520337,37.763828,1989,11,7,1,0,14.1,14.1,4.9399999999999995,7.82,14.1,14.1,4.9399999999999995,7.82,13.900000000000011
493,11NPSWRD_WQX-GOGA_CCSF_OM10_19891107_1434473,13.9,1.0,13.9,4.9399999999999995,7.83,GOGA0003,1989-11-07,-122.520337,37.763828,1989,11,7,1,0,13.9,13.9,4.9399999999999995,7.83,13.9,13.9,4.9399999999999995,7.83,13.900000000000011
494,11NPSWRD_WQX-GOGA_CCSF_OM10_19891107_1434474,13.8,1.0,13.8,4.9399999999999995,7.84,GOGA0003,1989-11-07,-122.520337,37.763828,1989,11,7,1,0,13.9,13.9,4.9399999999999995,7.83,13.9,13.9,4.9399999999999995,7.83,13.799999999999976
495,11NPSWRD_WQX-GOGA_CCSF_OM10_19891107_1434476,13.8,1.0,13.8,4.9399999999999995,7.84,GOGA0003,1989-11-07,-122.520337,37.763828,1989,11,7,1,0,13.8,13.8,4.9399999999999995,7.84,13.8,13.8,4.9399999999999995,7.84,13.799999999999976
496,11NPSWRD_WQX-GOGA_CCSF_OM10_19891107_1434478,13.8,1.0,13.8,4.9399999999999995,7.85,GOGA0003,1989-11-07,-122.520337,37.763828,1989,11,7,1,0,13.8,13.8,4.9399999999999995,7.84,13.8,13.8,4.9399999999999995,7.84,13.799999999999976
497,11NPSWRD_WQX-GOGA_CCSF_OM10_19891205_1434481,12.7,1.0,12.7,4.9399999999999995,8.18,GOGA0003,1989-12-05,-122.520337,37.763828,1989,12,5,1,0,13.8,13.8,4.9399999999999995,7.85,13.8,13.8,4.9399999999999995,7.85,12.699900000000023
498,11NPSWRD_WQX-GOGA_CCSF_OM10_19891205_1434483,12.6,1.0,12.6,4.9399999999999995,8.18,GOGA0003,1989-12-05,-122.520337,37.763828,1989,12,5,1,0,12.7,12.7,4.9399999999999995,8.18,12.7,12.7,4.9399999999999995,8.18,12.599999999999998
499,11NPSWRD_WQX-GOGA_CCSF_OM10_19891205_1434485,12.6,1.0,12.6,4.9399999999999995,8.18,GOGA0003,1989-12-05,-122.520337,37.763828,1989,12,5,1,0,12.6,12.6,4.9399999999999995,8.18,12.6,12.6,4.9399999999999995,8.18,12.599999999999998
500,11NPSWRD_WQX-GOGA_CCSF_OM10_19891205_1434486,12.6,1.0,12.6,4.9399999999999995,8.18,GOGA0003,1989-12-05,-122.520337,37.763828,1989,12,5,1,0,12.6,12.6,4.9399999999999995,8.18,12.6,12.6,4.9399999999999995,8.18,12.599999999999998
501,11NPSWRD_WQX-GOGA_CCSF_OM10_19891205_1434488,12.6,1.0,12.6,4.9399999999999995,8.18,GOGA0003,1989-12-05,-122.520337,37.763828,1989,12,5,1,0,12.6,12.6,4.9399999999999995,8.18,12.6,12.6,4.9399999999999995,8.18,12.599999999999998
502,11NPSWRD_WQX-GOGA_CCSF_OM10_19891205_1434490,12.6,1.0,12.6,4.9399999999999995,8.18,GOGA0003,1989-12-05,-122.520337,37.763828,1989,12,5,1,0,12.6,12.6,4.9399999999999995,8.18,12.6,12.6,4.9399999999999995,8.18,12.599999999999998
503,11NPSWRD_WQX-GOGA_CCSF_OM10_19891205_1434491,12.6,1.0,12.6,4.9399999999999995,8.18,GOGA0003,1989-12-05,-122.520337,37.763828,1989,12,5,1,0,12.6,12.6,4.9399999999999995,8.18,12.6,12.6,4.9399999999999995,8.18,12.599999999999998
504,11NPSWRD_WQX-GOGA_CCSF_OM10_19900314_1434494,11.0,1.0,11.0,4.9399999999999995,7.43,GOGA0003,1990-03-14,-122.520337,37.763828,1990,3,14,2,0,12.6,12.6,4.9399999999999995,8.18,12.6,12.6,4.9399999999999995,8.18,11.0
505,11NPSWRD_WQX-GOGA_CCSF_OM10_19900314_1434496,10.5,1.0,10.5,4.9399999999999995,7.43,GOGA0003,1990-03-14,-122.520337,37.763828,1990,3,14,2,0,11.0,11.0,4.9399999999999995,7.43,11.0,11.0,4.9399999999999995,7.43,10.5
506,11NPSWRD_WQX-GOGA_CCSF_OM10_19900314_1434498,10.4,1.0,10.4,4.9399999999999995,7.42,GOGA0003,1990-03-14,-122.520337,37.763828,1990,3,14,2,0,10.5,10.5,4.9399999999999995,7.43,10.5,10.5,4.9399999999999995,7.43,10.399999999999986
507,11NPSWRD_WQX-GOGA_CCSF_OM10_19900314_1434499,10.2,1.0,10.2,4.9399999999999995,7.42,GOGA0003,1990-03-14,-122.520337,37.763828,1990,3,14,2,0,10.4,10.4,4.9399999999999995,7.42,10.4,10.4,4.9399999999999995,7.42,10.200000000000019
508,11NPSWRD_WQX-GOGA_CCSF_OM10_19900314_1434501,10.2,1.0,10.2,4.9399999999999995,7.43,GOGA0003,1990-03-14,-122.520337,37.763828,1990,3,14,2,0,10.2,10.2,4.9399999999999995,7.42,10.2,10.2,4.9399999999999995,7.42,10.200000000000019
509,11NPSWRD_WQX-GOGA_CCSF_OM10_19900314_1434502,10.2,1.0,10.2,4.9399999999999995,7.43,GOGA0003,1990-03-14,-122.520337,37.763828,1990,3,14,2,0,10.2,10.2,4.9399999999999995,7.43,10.2,10.2,4.9399999999999995,7.43,10.200000000000019
510,11NPSWRD_WQX-GOGA_CCSF_OM10_19900314_1434504,10.2,1.0,10.2,4.9399999999999995,7.43,GOGA0003,1990-03-14,-122.520337,37.763828,1990,3,14,2,0,10.2,10.2,4.9399999999999995,7.43,10.2,10.2,4.9399999999999995,7.43,10.200000000000019
511,11NPSWRD_WQX-GOGA_CCSF_OM10_19900314_1434505,10.2,1.0,10.2,4.9399999999999995,7.43,GOGA0003,1990-03-14,-122.520337,37.763828,1990,3,14,2,0,10.2,10.2,4.9399999999999995,7.43,10.2,10.2,4.9399999999999995,7.43,10.200000000000019
512,11NPSWRD_WQX-GOGA_CCSF_OM10_19900619_1434508,13.4,1.0,13.4,4.9399999999999995,7.79,GOGA0003,1990-06-19,-122.520337,37.763828,1990,6,19,1,0,10.2,10.2,4.9399999999999995,7.43,10.2,10.2,4.9399999999999995,7.43,13.40000000000001
513,11NPSWRD_WQX-GOGA_CCSF_OM10_19900619_1434510,11.4,1.0,11.4,4.9399999999999995,7.73,GOGA0003,1990-06-19,-122.520337,37.763828,1990,6,19,1,0,13.4,13.4,4.9399999999999995,7.79,13.4,13.4,4.9399999999999995,7.79,11.399899999999995
514,11NPSWRD_WQX-GOGA_CCSF_OM10_19900619_1434512,11.3,1.0,11.3,4.9399999999999995,7.7,GOGA0003,1990-06-19,-122.520337,37.763828,1990,6,19,1,0,11.4,11.4,4.9399999999999995,7.73,11.4,11.4,4.9399999999999995,7.73,11.29999999999998
515,11NPSWRD_WQX-GOGA_CCSF_OM10_19900619_1434513,11.3,1.0,11.3,4.9399999999999995,7.69,GOGA0003,1990-06-19,-122.520337,37.763828,1990,6,19,1,0,11.3,11.3,4.9399999999999995,7.7,11.3,11.3,4.9399999999999995,7.7,11.29999999999998
516,11NPSWRD_WQX-GOGA_CCSF_OM10_19900619_1434515,11.3,1.0,11.3,4.9399999999999995,7.7,GOGA0003,1990-06-19,-122.520337,37.763828,1990,6,19,1,0,11.3,11.3,4.9399999999999995,7.69,11.3,11.3,4.9399999999999995,7.69,11.29999999999998
517,11NPSWRD_WQX-GOGA_CCSF_OM10_19900619_1434517,11.3,1.0,11.3,4.9399999999999995,7.7,GOGA0003,1990-06-19,-122.520337,37.763828,1990,6,19,1,0,11.3,11.3,4.9399999999999995,7.7,11.3,11.3,4.9399999999999995,7.7,11.29999999999998
518,11NPSWRD_WQX-GOGA_CCSF_OM10_19900619_1434518,11.3,1.0,11.3,4.9399999999999995,7.7,GOGA0003,1990-06-19,-122.520337,37.763828,1990,6,19,1,0,11.3,11.3,4.9399999999999995,7.7,11.3,11.3,4.9399999999999995,7.7,11.29999999999998
519,11NPSWRD_WQX-GOGA_CCSF_OM10_19901023_1434521,13.7,1.0,13.7,4.9399999999999995,7.77,GOGA0003,1990-10-23,-122.520337,37.763828,1990,10,23,1,0,11.3,11.3,4.9399999999999995,7.7,11.3,11.3,4.9399999999999995,7.7,13.700000000000024
520,11NPSWRD_WQX-GOGA_CCSF_OM10_19901023_1434523,12.6,1.0,12.6,4.9399999999999995,7.76,GOGA0003,1990-10-23,-122.520337,37.763828,1990,10,23,1,0,13.7,13.7,4.9399999999999995,7.77,13.7,13.7,4.9399999999999995,7.77,12.599999999999998
521,11NPSWRD_WQX-GOGA_CCSF_OM10_19901023_1434525,12.2,1.0,12.2,4.9399999999999995,7.75,GOGA0003,1990-10-23,-122.520337,37.763828,1990,10,23,1,0,12.6,12.6,4.9399999999999995,7.76,12.6,12.6,4.9399999999999995,7.76,12.200000000000022
522,11NPSWRD_WQX-GOGA_CCSF_OM10_19901023_1434526,11.7,1.0,11.7,4.9399999999999995,7.73,GOGA0003,1990-10-23,-122.520337,37.763828,1990,10,23,1,0,12.2,12.2,4.9399999999999995,7.75,12.2,12.2,4.9399999999999995,7.75,11.70000000000002
523,11NPSWRD_WQX-GOGA_CCSF_OM10_19901023_1434528,11.5,1.0,11.5,4.9399999999999995,7.72,GOGA0003,1990-10-23,-122.520337,37.763828,1990,10,23,1,0,11.7,11.7,4.9399999999999995,7.73,11.7,11.7,4.9399999999999995,7.73,11.5
524,11NPSWRD_WQX-GOGA_CCSF_OM10_19901023_1434530,11.5,1.0,11.5,4.9399999999999995,7.72,GOGA0003,1990-10-23,-122.520337,37.763828,1990,10,23,1,0,11.5,11.5,4.9399999999999995,7.72,11.5,11.5,4.9399999999999995,7.72,11.5
525,11NPSWRD_WQX-GOGA_CCSF_OM10_19901023_1434531,11.5,1.0,11.5,4.9399999999999995,7.72,GOGA0003,1990-10-23,-122.520337,37.763828,1990,10,23,1,0,11.5,11.5,4.9399999999999995,7.72,11.5,11.5,4.9399999999999995,7.72,11.5
526,11NPSWRD_WQX-GOGA_CCSF_OM10_19901204_1434534,10.8,1.0,10.8,4.9399999999999995,7.42,GOGA0003,1990-12-04,-122.520337,37.763828,1990,12,4,1,0,11.5,11.5,4.9399999999999995,7.72,11.5,11.5,4.9399999999999995,7.72,10.79999999999998
527,11NPSWRD_WQX-GOGA_CCSF_OM10_19901204_1434536,10.8,1.0,10.8,4.9399999999999995,7.42,GOGA0003,1990-12-04,-122.520337,37.763828,1990,12,4,1,0,10.8,10.8,4.9399999999999995,7.42,10.8,10.8,4.9399999999999995,7.42,10.79999999999998
528,11NPSWRD_WQX-GOGA_CCSF_OM10_19901204_1434538,10.8,1.0,10.8,4.9399999999999995,7.42,GOGA0003,1990-12-04,-122.520337,37.763828,1990,12,4,1,0,10.8,10.8,4.9399999999999995,7.42,10.8,10.8,4.9399999999999995,7.42,10.79999999999998
529,11NPSWRD_WQX-GOGA_CCSF_OM10_19901204_1434539,10.8,1.0,10.8,4.9399999999999995,7.43,GOGA0003,1990-12-04,-122.520337,37.763828,1990,12,4,1,0,10.8,10.8,4.9399999999999995,7.42,10.8,10.8,4.9399999999999995,7.42,10.79999999999998
530,11NPSWRD_WQX-GOGA_CCSF_OM10_19901204_1434541,10.8,1.0,10.8,4.9399999999999995,7.43,GOGA0003,1990-12-04,-122.520337,37.763828,1990,12,4,1,0,10.8,10.8,4.9399999999999995,7.43,10.8,10.8,4.9399999999999995,7.43,10.79999999999998
531,11NPSWRD_WQX-GOGA_CCSF_OM10_19901204_1434543,10.8,1.0,10.8,4.9399999999999995,7.43,GOGA0003,1990-12-04,-122.520337,37.763828,1990,12,4,1,0,10.8,10.8,4.9399999999999995,7.43,10.8,10.8,4.9399999999999995,7.43,10.79999999999998
532,11NPSWRD_WQX-GOGA_CCSF_OM10_19901204_1434544,10.8,1.0,10.8,4.9399999999999995,7.43,GOGA0003,1990-12-04,-122.520337,37.763828,1990,12,4,1,0,10.8,10.8,4.9399999999999995,7.43,10.8,10.8,4.9399999999999995,7.43,10.79999999999998
553,11NPSWRD_WQX-GOGA_CCSF_OM10_19911203_1434585,11.0,1.0,11.0,4.9399999999999995,7.77,GOGA0003,1991-12-03,-122.520337,37.763828,1991,12,3,1,0,10.8,10.8,4.9399999999999995,7.43,10.8,10.8,4.9399999999999995,7.43,11.0
554,11NPSWRD_WQX-GOGA_CCSF_OM10_19911203_1434587,10.8,1.0,10.8,4.9399999999999995,7.77,GOGA0003,1991-12-03,-122.520337,37.763828,1991,12,3,1,0,11.0,11.0,4.9399999999999995,7.77,11.0,11.0,4.9399999999999995,7.77,10.79999999999998
555,11NPSWRD_WQX-GOGA_CCSF_OM10_19911203_1434589,10.8,1.0,10.8,4.9399999999999995,7.77,GOGA0003,1991-12-03,-122.520337,37.763828,1991,12,3,1,0,10.8,10.8,4.9399999999999995,7.77,10.8,10.8,4.9399999999999995,7.77,10.79999999999998
556,11NPSWRD_WQX-GOGA_CCSF_OM10_19911203_1434590,10.8,1.0,10.8,4.9399999999999995,7.77,GOGA0003,1991-12-03,-122.520337,37.763828,1991,12,3,1,0,10.8,10.8,4.9399999999999995,7.77,10.8,10.8,4.9399999999999995,7.77,10.79999999999998
557,11NPSWRD_WQX-GOGA_CCSF_OM10_19911203_1434592,10.9,1.0,10.9,4.9399999999999995,7.77,GOGA0003,1991-12-03,-122.520337,37.763828,1991,12,3,1,0,10.8,10.8,4.9399999999999995,7.77,10.8,10.8,4.9399999999999995,7.77,10.899999999999991
558,11NPSWRD_WQX-GOGA_CCSF_OM10_19911203_1434594,10.9,1.0,10.9,4.9399999999999995,7.77,GOGA0003,1991-12-03,-122.520337,37.763828,1991,12,3,1,0,10.9,10.9,4.9399999999999995,7.77,10.9,10.9,4.9399999999999995,7.77,10.899999999999991
559,11NPSWRD_WQX-GOGA_CCSF_OM10_19911203_1434595,10.9,1.0,10.9,4.9399999999999995,7.77,GOGA0003,1991-12-03,-122.520337,37.763828,1991,12,3,1,0,10.9,10.9,4.9399999999999995,7.77,10.9,10.9,4.9399999999999995,7.77,10.899999999999991
560,11NPSWRD_WQX-GOGA_CCSF_OM10_19920304_1434598,13.9,1.0,13.9,4.9399999999999995,8.17,GOGA0003,1992-03-04,-122.520337,37.763828,1992,3,4,2,0,10.9,10.9,4.9399999999999995,7.77,10.9,10.9,4.9399999999999995,7.77,13.900000000000011
561,11NPSWRD_WQX-GOGA_CCSF_OM10_19920304_1434600,13.9,1.0,13.9,4.9399999999999995,8.18,GOGA0003,1992-03-04,-122.520337,37.763828,1992,3,4,2,0,13.9,13.9,4.9399999999999995,8.17,13.9,13.9,4.9399999999999995,8.17,13.900000000000011
562,11NPSWRD_WQX-GOGA_CCSF_OM10_19920304_1434602,13.9,1.0,13.9,4.9399999999999995,8.17,GOGA0003,1992-03-04,-122.520337,37.763828,1992,3,4,2,0,13.9,13.9,4.9399999999999995,8.18,13.9,13.9,4.9399999999999995,8.18,13.900000000000011
563,11NPSWRD_WQX-GOGA_CCSF_OM10_19920304_1434603,13.9,1.0,13.9,4.9399999999999995,8.18,GOGA0003,1992-03-04,-122.520337,37.763828,1992,3,4,2,0,13.9,13.9,4.9399999999999995,8.17,13.9,13.9,4.9399999999999995,8.17,13.900000000000011
564,11NPSWRD_WQX-GOGA_CCSF_OM10_19920304_1434605,13.9,1.0,13.9,4.9399999999999995,8.18,GOGA0003,1992-03-04,-122.520337,37.763828,1992,3,4,2,0,13.9,13.9,4.9399999999999995,8.18,13.9,13.9,4.9399999999999995,8.18,13.900000000000011
565,11NPSWRD_WQX-GOGA_CCSF_OM10_19920304_1434607,14.0,1.0,14.0,4.9399999999999995,8.19,GOGA0003,1992-03-04,-122.520337,37.763828,1992,3,4,2,0,13.9,13.9,4.9399999999999995,8.18,13.9,13.9,4.9399999999999995,8.18,14.0
566,11NPSWRD_WQX-GOGA_CCSF_OM10_19920304_1434608,14.0,1.0,14.0,4.9399999999999995,8.19,GOGA0003,1992-03-04,-122.520337,37.763828,1992,3,4,2,0,14.0,14.0,4.9399999999999995,8.19,14.0,14.0,4.9399999999999995,8.19,14.0
