OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-CA,USGS California Water Science Center,nwisca.01.98900301,Sample-Routine,Water,Groundwater,1988-12-07,08:00:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374408122274501,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28553335,,,Calcium,Dissolved,25.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98900301,Sample-Routine,Water,Groundwater,1988-12-07,08:00:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374408122274501,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28553336,,,Magnesium,Dissolved,27.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98900301,Sample-Routine,Water,Groundwater,1988-12-07,08:00:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374408122274501,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28553337,,,Sodium,Dissolved,51.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98900301,Sample-Routine,Water,Groundwater,1988-12-07,08:00:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374408122274501,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28553339,,,"Sodium, percent total cations",,39,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98900301,Sample-Routine,Water,Groundwater,1988-12-07,08:00:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374408122274501,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28553340,,,Potassium,Dissolved,1.20,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,AA030,USGS,"Potassium, wf, direct AAS (NWQL)",,"USGS TWRI 5-A1/1989, p 393",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800998,Sample-Routine,Water,Groundwater,1988-05-04,10:05:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374602122271001,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28497853,,,Calcium,Dissolved,33.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800998,Sample-Routine,Water,Groundwater,1988-05-04,10:05:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374602122271001,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28497854,,,Magnesium,Dissolved,34.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800998,Sample-Routine,Water,Groundwater,1988-05-04,10:05:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374602122271001,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28497855,,,Sodium,Dissolved,50.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800998,Sample-Routine,Water,Groundwater,1988-05-04,10:05:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374602122271001,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28497857,,,"Sodium, percent total cations",,33,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800998,Sample-Routine,Water,Groundwater,1988-05-04,10:05:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374602122271001,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28497858,,,Potassium,Dissolved,1.10,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,AA030,USGS,"Potassium, wf, direct AAS (NWQL)",,"USGS TWRI 5-A1/1989, p 393",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800476,Sample-Routine,Water,Groundwater,1988-03-01,08:45:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11162680,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-92918926,,,Calcium,Dissolved,4.90,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800476,Sample-Routine,Water,Groundwater,1988-03-01,08:45:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11162680,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-92918927,,,Magnesium,Dissolved,0.120,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800476,Sample-Routine,Water,Groundwater,1988-03-01,08:45:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11162680,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-92918928,,,Sodium,Dissolved,1.90,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800476,Sample-Routine,Water,Groundwater,1988-03-01,08:45:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11162680,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-92918930,,,"Sodium, percent total cations",,24,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800476,Sample-Routine,Water,Groundwater,1988-03-01,08:45:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11162680,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-92918931,,,Potassium,Dissolved,0.40,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,AA030,USGS,"Potassium, wf, direct AAS (NWQL)",,"USGS TWRI 5-A1/1989, p 393",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98900304,Sample-Routine,Water,Groundwater,1988-12-07,09:30:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374451122251301,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28553399,,,Calcium,Dissolved,40.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98900304,Sample-Routine,Water,Groundwater,1988-12-07,09:30:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374451122251301,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28553400,,,Magnesium,Dissolved,29.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98900304,Sample-Routine,Water,Groundwater,1988-12-07,09:30:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374451122251301,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28553401,,,Sodium,Dissolved,74.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98900304,Sample-Routine,Water,Groundwater,1988-12-07,09:30:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374451122251301,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28553403,,,"Sodium, percent total cations",,42,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98900304,Sample-Routine,Water,Groundwater,1988-12-07,09:30:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374451122251301,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28553404,,,Potassium,Dissolved,1.60,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,AA030,USGS,"Potassium, wf, direct AAS (NWQL)",,"USGS TWRI 5-A1/1989, p 393",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98801002,Sample-Routine,Water,Groundwater,1988-05-04,14:15:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374450122302401,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28497969,,,Calcium,Dissolved,27.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98801002,Sample-Routine,Water,Groundwater,1988-05-04,14:15:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374450122302401,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28497970,,,Magnesium,Dissolved,32.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98801002,Sample-Routine,Water,Groundwater,1988-05-04,14:15:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374450122302401,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28497971,,,Sodium,Dissolved,48.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98801002,Sample-Routine,Water,Groundwater,1988-05-04,14:15:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374450122302401,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28497973,,,"Sodium, percent total cations",,34,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98801002,Sample-Routine,Water,Groundwater,1988-05-04,14:15:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374450122302401,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28497974,,,Potassium,Dissolved,5.50,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,AA030,USGS,"Potassium, wf, direct AAS (NWQL)",,"USGS TWRI 5-A1/1989, p 393",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800487,Sample-Routine,Water,Groundwater,1988-03-02,10:45:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374616122303001,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28487310,,,Calcium,Dissolved,19.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800487,Sample-Routine,Water,Groundwater,1988-03-02,10:45:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374616122303001,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28487311,,,Magnesium,Dissolved,23.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800487,Sample-Routine,Water,Groundwater,1988-03-02,10:45:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374616122303001,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28487312,,,Sodium,Dissolved,26.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800487,Sample-Routine,Water,Groundwater,1988-03-02,10:45:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374616122303001,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28487314,,,"Sodium, percent total cations",,28,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800487,Sample-Routine,Water,Groundwater,1988-03-02,10:45:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374616122303001,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28487315,,,Potassium,Dissolved,1.30,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,AA030,USGS,"Potassium, wf, direct AAS (NWQL)",,"USGS TWRI 5-A1/1989, p 393",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800481,Sample-Routine,Water,Groundwater,1988-03-01,13:30:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374450122302401,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28487138,,,Calcium,Dissolved,27.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800481,Sample-Routine,Water,Groundwater,1988-03-01,13:30:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374450122302401,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28487139,,,Magnesium,Dissolved,32.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800481,Sample-Routine,Water,Groundwater,1988-03-01,13:30:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374450122302401,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28487140,,,Sodium,Dissolved,47.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800481,Sample-Routine,Water,Groundwater,1988-03-01,13:30:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374450122302401,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28487142,,,"Sodium, percent total cations",,33,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800481,Sample-Routine,Water,Groundwater,1988-03-01,13:30:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374450122302401,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28487143,,,Potassium,Dissolved,4.50,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,AA030,USGS,"Potassium, wf, direct AAS (NWQL)",,"USGS TWRI 5-A1/1989, p 393",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98801003,Sample-Routine,Water,Groundwater,1988-05-04,15:15:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374424122301901,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28497998,,,Calcium,Dissolved,22.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98801003,Sample-Routine,Water,Groundwater,1988-05-04,15:15:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374424122301901,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28497999,,,Magnesium,Dissolved,26.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98801003,Sample-Routine,Water,Groundwater,1988-05-04,15:15:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374424122301901,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28498000,,,Sodium,Dissolved,78.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98801003,Sample-Routine,Water,Groundwater,1988-05-04,15:15:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374424122301901,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28498002,,,"Sodium, percent total cations",,49,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98801003,Sample-Routine,Water,Groundwater,1988-05-04,15:15:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374424122301901,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28498003,,,Potassium,Dissolved,12.0,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,AA030,USGS,"Potassium, wf, direct AAS (NWQL)",,"USGS TWRI 5-A1/1989, p 393",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800980,Sample-Routine,Water,Groundwater,1988-05-02,10:45:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11162680,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-92918957,,,Calcium,Dissolved,5.00,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800980,Sample-Routine,Water,Groundwater,1988-05-02,10:45:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11162680,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-92918958,,,Magnesium,Dissolved,0.300,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800980,Sample-Routine,Water,Groundwater,1988-05-02,10:45:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11162680,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-92918959,,,Sodium,Dissolved,1.70,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800980,Sample-Routine,Water,Groundwater,1988-05-02,10:45:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11162680,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-92918961,,,"Sodium, percent total cations",,21,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98800980,Sample-Routine,Water,Groundwater,1988-05-02,10:45:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11162680,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-92918962,,,Potassium,Dissolved,0.40,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,AA030,USGS,"Potassium, wf, direct AAS (NWQL)",,"USGS TWRI 5-A1/1989, p 393",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98803362,Sample-Routine,Water,Groundwater,1988-05-03,13:00:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374235122283801,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28540840,,,Calcium,Dissolved,33.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98803362,Sample-Routine,Water,Groundwater,1988-05-03,13:00:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374235122283801,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28540841,,,Magnesium,Dissolved,32.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.98803362,Sample-Routine,Water,Groundwater,1988-05-03,13:00:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374235122283801,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-28540842,,,Sodium,Dissolved,40.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
