OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-CA,USGS California Water Science Center,nwisca.01.01705374,Sample-Routine,Water,Surface Water,2017-04-27,07:50:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375819122035801,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,US DH-81 with Teflon cap and nozzle,NWIS-108435112,,,"Sodium, percent total cations",,40,%,,Accepted,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705374,Sample-Routine,Water,Surface Water,2017-04-27,07:50:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375819122035801,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,US DH-81 with Teflon cap and nozzle,NWIS-108435113,,,Potassium,Dissolved,2.05,mg/l,,Accepted,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2017-05-16,,,Detection limit by DQCALC,0.06,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705228,Sample-Routine,Water,Surface Water,2017-04-06,11:20:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375701121564401,,L-1010065 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Open-Mouth Bottle,NWIS-107689315,,,Calcium,Dissolved,70.3,mg/l,,Accepted,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2017-04-18,,,Detection limit by DQCALC,0.022,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705228,Sample-Routine,Water,Surface Water,2017-04-06,11:20:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375701121564401,,L-1010065 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Open-Mouth Bottle,NWIS-107689316,,,Magnesium,Dissolved,44.7,mg/l,,Accepted,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2017-04-18,,,Detection limit by DQCALC,0.011,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705228,Sample-Routine,Water,Surface Water,2017-04-06,11:20:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375701121564401,,L-1010065 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Open-Mouth Bottle,NWIS-107689317,,,Sodium,Dissolved,52.0,mg/l,,Accepted,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2017-04-18,,,Detection limit by DQCALC,0.1,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705228,Sample-Routine,Water,Surface Water,2017-04-06,11:20:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375701121564401,,L-1010065 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Open-Mouth Bottle,NWIS-107689319,,,"Sodium, percent total cations",,24,%,,Accepted,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705228,Sample-Routine,Water,Surface Water,2017-04-06,11:20:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375701121564401,,L-1010065 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Open-Mouth Bottle,NWIS-107689320,,,Potassium,Dissolved,1.13,mg/l,,Accepted,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2017-04-18,,,Detection limit by DQCALC,0.06,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705364,Sample-Routine,Water,Surface Water,2017-05-04,09:30:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375701121564401,,L-1290195 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,US DH-81 with Teflon cap and nozzle,NWIS-108431016,,,Calcium,Dissolved,74.6,mg/l,,Accepted,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2017-05-24,,,Detection limit by DQCALC,0.022,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705364,Sample-Routine,Water,Surface Water,2017-05-04,09:30:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375701121564401,,L-1290195 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,US DH-81 with Teflon cap and nozzle,NWIS-108431017,,,Magnesium,Dissolved,45.7,mg/l,,Accepted,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2017-05-24,,,Detection limit by DQCALC,0.011,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705364,Sample-Routine,Water,Surface Water,2017-05-04,09:30:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375701121564401,,L-1290195 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,US DH-81 with Teflon cap and nozzle,NWIS-108431018,,,Sodium,Dissolved,58.4,mg/l,,Accepted,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2017-05-24,,,Detection limit by DQCALC,0.1,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705364,Sample-Routine,Water,Surface Water,2017-05-04,09:30:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375701121564401,,L-1290195 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,US DH-81 with Teflon cap and nozzle,NWIS-108431020,,,"Sodium, percent total cations",,25,%,,Accepted,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705364,Sample-Routine,Water,Surface Water,2017-05-04,09:30:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375701121564401,,L-1290195 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,US DH-81 with Teflon cap and nozzle,NWIS-108431021,,,Potassium,Dissolved,1.13,mg/l,,Accepted,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2017-05-25,,,Detection limit by DQCALC,0.06,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705393,Sample-Routine,Water,Surface Water,2017-04-19,12:50:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11182400,,L-1140025 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-107724166,,,Calcium,Dissolved,122,mg/l,,Accepted,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2017-05-04,,,Detection limit by DQCALC,0.022,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705393,Sample-Routine,Water,Surface Water,2017-04-19,12:50:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11182400,,L-1140025 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-107724167,,,Magnesium,Dissolved,48.6,mg/l,,Accepted,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2017-05-04,,,Detection limit by DQCALC,0.011,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705393,Sample-Routine,Water,Surface Water,2017-04-19,12:50:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11182400,,L-1140025 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-107724168,,,Sodium,Dissolved,107,mg/l,,Accepted,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2017-05-04,,,Detection limit by DQCALC,0.1,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705393,Sample-Routine,Water,Surface Water,2017-04-19,12:50:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11182400,,L-1140025 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-107724170,,,"Sodium, percent total cations",,31,%,,Accepted,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705393,Sample-Routine,Water,Surface Water,2017-04-19,12:50:00,PDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11182400,,L-1140025 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-107724171,,,Potassium,Dissolved,2.63,mg/l,,Accepted,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2017-05-04,,,Detection limit by DQCALC,0.06,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705376,Sample-Routine,Water,Surface Water,2017-04-26,11:10:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375257122050001,,significant algae in SF,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,US DH-81 with Teflon cap and nozzle,NWIS-108435690,,,Calcium,Dissolved,112,mg/l,,Accepted,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2017-05-10,,,Detection limit by DQCALC,0.022,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705376,Sample-Routine,Water,Surface Water,2017-04-26,11:10:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375257122050001,,significant algae in SF,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,US DH-81 with Teflon cap and nozzle,NWIS-108435691,,,Magnesium,Dissolved,33.3,mg/l,,Accepted,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2017-05-10,,,Detection limit by DQCALC,0.011,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705376,Sample-Routine,Water,Surface Water,2017-04-26,11:10:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375257122050001,,significant algae in SF,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,US DH-81 with Teflon cap and nozzle,NWIS-108435692,,,Sodium,Dissolved,61.3,mg/l,,Accepted,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2017-05-10,,,Detection limit by DQCALC,0.1,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705376,Sample-Routine,Water,Surface Water,2017-04-26,11:10:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375257122050001,,significant algae in SF,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,US DH-81 with Teflon cap and nozzle,NWIS-108435694,,,"Sodium, percent total cations",,24,%,,Accepted,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705376,Sample-Routine,Water,Surface Water,2017-04-26,11:10:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375257122050001,,significant algae in SF,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,US DH-81 with Teflon cap and nozzle,NWIS-108435695,,,Potassium,Dissolved,2.20,mg/l,,Accepted,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2017-05-10,,,Detection limit by DQCALC,0.06,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705244,Sample-Routine,Water,Surface Water,2017-05-11,09:50:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375819122035801,,MM-51038A,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-107624155,,,Calcium,Dissolved,128,mg/l,,Accepted,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2017-05-31,,,Detection limit by DQCALC,0.022,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705244,Sample-Routine,Water,Surface Water,2017-05-11,09:50:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375819122035801,,MM-51038A,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-107624156,,,Magnesium,Dissolved,56.2,mg/l,,Accepted,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2017-05-31,,,Detection limit by DQCALC,0.011,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705244,Sample-Routine,Water,Surface Water,2017-05-11,09:50:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375819122035801,,MM-51038A,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-107624157,,,Sodium,Dissolved,187,mg/l,,Accepted,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2017-05-31,,,Detection limit by DQCALC,0.1,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705244,Sample-Routine,Water,Surface Water,2017-05-11,09:50:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375819122035801,,MM-51038A,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-107624159,,,"Sodium, percent total cations",,42,%,,Accepted,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705244,Sample-Routine,Water,Surface Water,2017-05-11,09:50:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375819122035801,,MM-51038A,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-107624160,,,Potassium,Dissolved,2.54,mg/l,,Accepted,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2017-05-31,,,Detection limit by DQCALC,0.1,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705236,Sample-Routine,Water,Surface Water,2017-04-03,15:30:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375808122172601,,L-0960043 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-107692230,,,Calcium,Dissolved,162,mg/l,,Accepted,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2017-04-13,,,Detection limit by DQCALC,0.022,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705236,Sample-Routine,Water,Surface Water,2017-04-03,15:30:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375808122172601,,L-0960043 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-107692231,,,Magnesium,Dissolved,48.3,mg/l,,Accepted,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2017-04-13,,,Detection limit by DQCALC,0.011,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705236,Sample-Routine,Water,Surface Water,2017-04-03,15:30:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375808122172601,,L-0960043 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-107692232,,,Sodium,Dissolved,86.1,mg/l,,Accepted,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2017-04-13,,,Detection limit by DQCALC,0.1,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705236,Sample-Routine,Water,Surface Water,2017-04-03,15:30:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375808122172601,,L-0960043 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-107692234,,,"Sodium, percent total cations",,23,%,,Accepted,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705236,Sample-Routine,Water,Surface Water,2017-04-03,15:30:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-375808122172601,,L-0960043 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-107692235,,,Potassium,Dissolved,7.41,mg/l,,Accepted,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2017-04-13,,,Detection limit by DQCALC,0.06,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705212,Sample-Routine,Water,Surface Water,2017-05-10,11:10:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-11182500,,MM-50918A,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-107687656,,,Calcium,Dissolved,105,mg/l,,Accepted,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2017-05-25,,,Detection limit by DQCALC,0.022,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705212,Sample-Routine,Water,Surface Water,2017-05-10,11:10:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-11182500,,MM-50918A,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-107687657,,,Magnesium,Dissolved,18.4,mg/l,,Accepted,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2017-05-25,,,Detection limit by DQCALC,0.011,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705212,Sample-Routine,Water,Surface Water,2017-05-10,11:10:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-11182500,,MM-50918A,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-107687658,,,Sodium,Dissolved,36.4,mg/l,,Accepted,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2017-05-25,,,Detection limit by DQCALC,0.1,mg/l,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.01705212,Sample-Routine,Water,Surface Water,2017-05-10,11:10:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-11182500,,MM-50918A,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-107687660,,,"Sodium, percent total cations",,19,%,,Accepted,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
