OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-CA,USGS California Water Science Center,nwisca.01.96700446,Sample-Routine,Water,Surface Water,1967-03-17,11:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754539,,,"Sodium, percent total cations",,26,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700446,Sample-Routine,Water,Surface Water,1967-03-17,11:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754540,,,Potassium,Dissolved,2.14,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700449,Sample-Routine,Water,Surface Water,1967-03-30,15:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754592,,,Calcium,Dissolved,45.9,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700449,Sample-Routine,Water,Surface Water,1967-03-30,15:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754593,,,Magnesium,Dissolved,11.7,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700449,Sample-Routine,Water,Surface Water,1967-03-30,15:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754594,,,Sodium,Dissolved,24.8,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700449,Sample-Routine,Water,Surface Water,1967-03-30,15:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754596,,,"Sodium, percent total cations",,25,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700449,Sample-Routine,Water,Surface Water,1967-03-30,15:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754597,,,Potassium,Dissolved,2.34,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700447,Sample-Routine,Water,Surface Water,1967-03-21,15:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754554,,,Calcium,Dissolved,43.7,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700447,Sample-Routine,Water,Surface Water,1967-03-21,15:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754555,,,Magnesium,Dissolved,10.6,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700447,Sample-Routine,Water,Surface Water,1967-03-21,15:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754556,,,Sodium,Dissolved,22.2,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700447,Sample-Routine,Water,Surface Water,1967-03-21,15:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754558,,,"Sodium, percent total cations",,24,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700447,Sample-Routine,Water,Surface Water,1967-03-21,15:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754559,,,Potassium,Dissolved,2.30,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700448,Sample-Routine,Water,Surface Water,1967-03-28,12:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754573,,,Calcium,Dissolved,51.6,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700448,Sample-Routine,Water,Surface Water,1967-03-28,12:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754574,,,Magnesium,Dissolved,12.5,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700448,Sample-Routine,Water,Surface Water,1967-03-28,12:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754575,,,Sodium,Dissolved,25.7,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700448,Sample-Routine,Water,Surface Water,1967-03-28,12:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754577,,,"Sodium, percent total cations",,23,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700448,Sample-Routine,Water,Surface Water,1967-03-28,12:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754578,,,Potassium,Dissolved,2.33,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700451,Sample-Routine,Water,Surface Water,1967-04-03,15:15:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754630,,,Calcium,Dissolved,40.6,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700451,Sample-Routine,Water,Surface Water,1967-04-03,15:15:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754631,,,Magnesium,Dissolved,10.3,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700451,Sample-Routine,Water,Surface Water,1967-04-03,15:15:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754632,,,Sodium,Dissolved,22.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700451,Sample-Routine,Water,Surface Water,1967-04-03,15:15:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754634,,,"Sodium, percent total cations",,25,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700451,Sample-Routine,Water,Surface Water,1967-04-03,15:15:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754635,,,Potassium,Dissolved,2.12,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700458,Sample-Routine,Water,Surface Water,1967-05-11,13:15:00,PDT,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754744,,,Calcium,Dissolved,55.5,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700458,Sample-Routine,Water,Surface Water,1967-05-11,13:15:00,PDT,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754745,,,Magnesium,Dissolved,13.5,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700458,Sample-Routine,Water,Surface Water,1967-05-11,13:15:00,PDT,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754746,,,Sodium,Dissolved,27.4,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700458,Sample-Routine,Water,Surface Water,1967-05-11,13:15:00,PDT,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754748,,,"Sodium, percent total cations",,23,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700458,Sample-Routine,Water,Surface Water,1967-05-11,13:15:00,PDT,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754749,,,Potassium,Dissolved,2.11,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700404,Sample-Routine,Water,Surface Water,1966-11-16,12:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754193,,,Calcium,Dissolved,49.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700404,Sample-Routine,Water,Surface Water,1966-11-16,12:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754194,,,Magnesium,Dissolved,14.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700404,Sample-Routine,Water,Surface Water,1966-11-16,12:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754195,,,Sodium,Dissolved,43.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700404,Sample-Routine,Water,Surface Water,1966-11-16,12:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754197,,,"Sodium, percent total cations",,34,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700404,Sample-Routine,Water,Surface Water,1966-11-16,12:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754198,,,Potassium,Dissolved,4.00,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700477,Sample-Routine,Water,Surface Water,1967-01-23,10:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26755048,,,Calcium,Dissolved,29.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700477,Sample-Routine,Water,Surface Water,1967-01-23,10:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26755049,,,Magnesium,Dissolved,8.00,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700477,Sample-Routine,Water,Surface Water,1967-01-23,10:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26755050,,,Sodium,Dissolved,17.5,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700477,Sample-Routine,Water,Surface Water,1967-01-23,10:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26755052,,,"Sodium, percent total cations",,26,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700477,Sample-Routine,Water,Surface Water,1967-01-23,10:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26755053,,,Potassium,Dissolved,2.48,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700460,Sample-Routine,Water,Surface Water,1967-06-02,14:45:00,PDT,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754782,,,Calcium,Dissolved,55.9,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700460,Sample-Routine,Water,Surface Water,1967-06-02,14:45:00,PDT,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754783,,,Magnesium,Dissolved,13.6,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700460,Sample-Routine,Water,Surface Water,1967-06-02,14:45:00,PDT,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754784,,,Sodium,Dissolved,30.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700460,Sample-Routine,Water,Surface Water,1967-06-02,14:45:00,PDT,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754786,,,"Sodium, percent total cations",,25,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700460,Sample-Routine,Water,Surface Water,1967-06-02,14:45:00,PDT,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754787,,,Potassium,Dissolved,2.34,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700414,Sample-Routine,Water,Surface Water,1966-12-06,11:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754269,,,Calcium,Dissolved,25.5,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700414,Sample-Routine,Water,Surface Water,1966-12-06,11:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754270,,,Magnesium,Dissolved,7.60,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700414,Sample-Routine,Water,Surface Water,1966-12-06,11:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754271,,,Sodium,Dissolved,20.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700414,Sample-Routine,Water,Surface Water,1966-12-06,11:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754273,,,"Sodium, percent total cations",,31,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700414,Sample-Routine,Water,Surface Water,1966-12-06,11:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754274,,,Potassium,Dissolved,2.40,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600216,Sample-Routine,Water,Surface Water,1966-09-29,15:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26705997,,,Calcium,Dissolved,76.9,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600216,Sample-Routine,Water,Surface Water,1966-09-29,15:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26705998,,,Magnesium,Dissolved,22.8,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600216,Sample-Routine,Water,Surface Water,1966-09-29,15:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26705999,,,Sodium,Dissolved,92.8,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600216,Sample-Routine,Water,Surface Water,1966-09-29,15:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706001,,,"Sodium, percent total cations",,41,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600216,Sample-Routine,Water,Surface Water,1966-09-29,15:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706002,,,Potassium,Dissolved,4.68,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600210,Sample-Routine,Water,Surface Water,1966-07-08,16:15:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26705907,,,Calcium,Dissolved,73.7,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600210,Sample-Routine,Water,Surface Water,1966-07-08,16:15:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26705908,,,Magnesium,Dissolved,21.4,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600210,Sample-Routine,Water,Surface Water,1966-07-08,16:15:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26705909,,,Sodium,Dissolved,62.8,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600210,Sample-Routine,Water,Surface Water,1966-07-08,16:15:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26705911,,,"Sodium, percent total cations",,33,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600210,Sample-Routine,Water,Surface Water,1966-07-08,16:15:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26705912,,,Potassium,Dissolved,4.40,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700413,Sample-Routine,Water,Surface Water,1966-12-01,14:45:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754250,,,Calcium,Dissolved,64.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700413,Sample-Routine,Water,Surface Water,1966-12-01,14:45:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754251,,,Magnesium,Dissolved,16.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700413,Sample-Routine,Water,Surface Water,1966-12-01,14:45:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754252,,,Sodium,Dissolved,45.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700413,Sample-Routine,Water,Surface Water,1966-12-01,14:45:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754254,,,"Sodium, percent total cations",,30,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700413,Sample-Routine,Water,Surface Water,1966-12-01,14:45:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754255,,,Potassium,Dissolved,3.50,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700493,Sample-Routine,Water,Surface Water,1967-05-10,13:00:00,PDT,,,,,,,,,,,,,,,USGS-11162570,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26755257,,,Calcium,Dissolved,110,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700493,Sample-Routine,Water,Surface Water,1967-05-10,13:00:00,PDT,,,,,,,,,,,,,,,USGS-11162570,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26755258,,,Magnesium,Dissolved,14.6,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
