OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-CA,USGS California Water Science Center,nwisca.01.96500193,Sample-Routine,Water,Surface Water,1965-05-06,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661336,,,Potassium,Dissolved,1.60,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500197,Sample-Routine,Water,Surface Water,1965-09-08,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661398,,,Calcium,Dissolved,44.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500197,Sample-Routine,Water,Surface Water,1965-09-08,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661399,,,Magnesium,Dissolved,16.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500197,Sample-Routine,Water,Surface Water,1965-09-08,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661400,,,Sodium,Dissolved,14.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500197,Sample-Routine,Water,Surface Water,1965-09-08,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661402,,,"Sodium, percent total cations",,15,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500197,Sample-Routine,Water,Surface Water,1965-09-08,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661403,,,Potassium,Dissolved,1.90,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600267,Sample-Routine,Water,Surface Water,1966-04-13,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706300,,,Sodium,Dissolved,22.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500203,Sample-Routine,Water,Surface Water,1965-03-04,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661492,,,Sodium,Dissolved,14.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600162,Sample-Routine,Water,Surface Water,1966-01-12,,,,,,,,,,,,,,,,,USGS-11154000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26705703,,,Sodium,Dissolved,9.20,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500208,Sample-Routine,Water,Surface Water,1965-08-08,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661573,,,Sodium,Dissolved,15.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600248,Sample-Routine,Water,Surface Water,1965-11-09,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706033,,,Sodium,Dissolved,15.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600161,Sample-Routine,Water,Surface Water,1965-11-10,,,,,,,,,,,,,,,,,USGS-11154000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26705691,,,Sodium,Dissolved,11.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500138,Sample-Routine,Water,Surface Water,1965-06-08,,,,,,,,,,,,,,,,,USGS-11154000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661007,,,Sodium,Dissolved,9.20,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600269,Sample-Routine,Water,Surface Water,1966-06-16,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706339,,,Sodium,Dissolved,19.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500189,Sample-Routine,Water,Surface Water,1965-01-12,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661274,,,Sodium,Dissolved,9.20,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600255,Sample-Routine,Water,Surface Water,1966-06-16,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706142,,,Sodium,Dissolved,21.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500209,Sample-Routine,Water,Surface Water,1965-09-08,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661588,,,Calcium,Dissolved,38.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500209,Sample-Routine,Water,Surface Water,1965-09-08,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661589,,,Magnesium,Dissolved,11.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500209,Sample-Routine,Water,Surface Water,1965-09-08,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661590,,,Sodium,Dissolved,15.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500209,Sample-Routine,Water,Surface Water,1965-09-08,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661592,,,"Sodium, percent total cations",,19,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500209,Sample-Routine,Water,Surface Water,1965-09-08,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661593,,,Potassium,Dissolved,2.20,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600250,Sample-Routine,Water,Surface Water,1966-01-12,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706061,,,Sodium,Dissolved,13.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500204,Sample-Routine,Water,Surface Water,1965-04-07,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661506,,,Sodium,Dissolved,14.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600268,Sample-Routine,Water,Surface Water,1966-05-11,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706315,,,Calcium,Dissolved,41.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600268,Sample-Routine,Water,Surface Water,1966-05-11,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706316,,,Magnesium,Dissolved,16.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600268,Sample-Routine,Water,Surface Water,1966-05-11,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706317,,,Sodium,Dissolved,18.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600268,Sample-Routine,Water,Surface Water,1966-05-11,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706319,,,"Sodium, percent total cations",,19,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600268,Sample-Routine,Water,Surface Water,1966-05-11,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706320,,,Potassium,Dissolved,1.60,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600166,Sample-Routine,Water,Surface Water,1966-09-07,,,,,,,,,,,,,,,,,USGS-11154000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26705763,,,Calcium,Dissolved,45.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600166,Sample-Routine,Water,Surface Water,1966-09-07,,,,,,,,,,,,,,,,,USGS-11154000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26705764,,,Magnesium,Dissolved,21.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600166,Sample-Routine,Water,Surface Water,1966-09-07,,,,,,,,,,,,,,,,,USGS-11154000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26705765,,,Sodium,Dissolved,13.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600166,Sample-Routine,Water,Surface Water,1966-09-07,,,,,,,,,,,,,,,,,USGS-11154000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26705767,,,"Sodium, percent total cations",,12,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600166,Sample-Routine,Water,Surface Water,1966-09-07,,,,,,,,,,,,,,,,,USGS-11154000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26705768,,,Potassium,Dissolved,1.40,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500133,Sample-Routine,Water,Surface Water,1965-01-14,,,,,,,,,,,,,,,,,USGS-11154000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26660936,,,Sodium,Dissolved,7.00,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500196,Sample-Routine,Water,Surface Water,1965-08-05,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661383,,,Sodium,Dissolved,12.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500139,Sample-Routine,Water,Surface Water,1965-07-07,,,,,,,,,,,,,,,,,USGS-11154000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661019,,,Sodium,Dissolved,9.60,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600266,Sample-Routine,Water,Surface Water,1966-03-02,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706286,,,Sodium,Dissolved,21.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500192,Sample-Routine,Water,Surface Water,1965-04-09,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661316,,,Sodium,Dissolved,7.70,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500140,Sample-Routine,Water,Surface Water,1965-09-08,,,,,,,,,,,,,,,,,USGS-11154000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661032,,,Calcium,Dissolved,36.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500140,Sample-Routine,Water,Surface Water,1965-09-08,,,,,,,,,,,,,,,,,USGS-11154000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661033,,,Magnesium,Dissolved,16.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500140,Sample-Routine,Water,Surface Water,1965-09-08,,,,,,,,,,,,,,,,,USGS-11154000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661034,,,Sodium,Dissolved,11.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500140,Sample-Routine,Water,Surface Water,1965-09-08,,,,,,,,,,,,,,,,,USGS-11154000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661036,,,"Sodium, percent total cations",,13,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500140,Sample-Routine,Water,Surface Water,1965-09-08,,,,,,,,,,,,,,,,,USGS-11154000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661037,,,Potassium,Dissolved,1.70,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600257,Sample-Routine,Water,Surface Water,1966-09-07,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706171,,,Calcium,Dissolved,73.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600257,Sample-Routine,Water,Surface Water,1966-09-07,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706172,,,Magnesium,Dissolved,27.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600257,Sample-Routine,Water,Surface Water,1966-09-07,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706173,,,Sodium,Dissolved,23.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600257,Sample-Routine,Water,Surface Water,1966-09-07,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706175,,,"Sodium, percent total cations",,14,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600257,Sample-Routine,Water,Surface Water,1966-09-07,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706176,,,Potassium,Dissolved,2.60,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600264,Sample-Routine,Water,Surface Water,1966-01-12,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706258,,,Sodium,Dissolved,18.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600163,Sample-Routine,Water,Surface Water,1966-03-02,,,,,,,,,,,,,,,,,USGS-11154000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26705715,,,Sodium,Dissolved,10.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600251,Sample-Routine,Water,Surface Water,1966-02-14,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706075,,,Sodium,Dissolved,15.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600247,Sample-Routine,Water,Surface Water,1965-10-18,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706019,,,Sodium,Dissolved,14.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500136,Sample-Routine,Water,Surface Water,1965-04-07,,,,,,,,,,,,,,,,,USGS-11154000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26660972,,,Sodium,Dissolved,9.10,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600249,Sample-Routine,Water,Surface Water,1965-12-08,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706047,,,Sodium,Dissolved,24.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500206,Sample-Routine,Water,Surface Water,1965-06-08,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661545,,,Sodium,Dissolved,16.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500190,Sample-Routine,Water,Surface Water,1965-02-11,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661288,,,Sodium,Dissolved,9.60,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600263,Sample-Routine,Water,Surface Water,1965-12-08,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706244,,,Sodium,Dissolved,18.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600265,Sample-Routine,Water,Surface Water,1966-02-14,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706272,,,Sodium,Dissolved,21.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96500207,Sample-Routine,Water,Surface Water,1965-07-07,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26661559,,,Sodium,Dissolved,14.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600261,Sample-Routine,Water,Surface Water,1965-10-18,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26706216,,,Sodium,Dissolved,16.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600164,Sample-Routine,Water,Surface Water,1966-05-11,,,,,,,,,,,,,,,,,USGS-11154000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26705728,,,Calcium,Dissolved,30.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600164,Sample-Routine,Water,Surface Water,1966-05-11,,,,,,,,,,,,,,,,,USGS-11154000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26705729,,,Magnesium,Dissolved,18.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600164,Sample-Routine,Water,Surface Water,1966-05-11,,,,,,,,,,,,,,,,,USGS-11154000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26705730,,,Sodium,Dissolved,10.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600164,Sample-Routine,Water,Surface Water,1966-05-11,,,,,,,,,,,,,,,,,USGS-11154000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26705732,,,"Sodium, percent total cations",,13,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96600164,Sample-Routine,Water,Surface Water,1966-05-11,,,,,,,,,,,,,,,,,USGS-11154000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26705733,,,Potassium,Dissolved,0.90,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
