OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2788097,2022-08-01,12:39:00,PST,CABEACH_WQX-Crown Bird Sanctuary,STORET-966496962,,,,Fecal Coliform,,10,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,C009634-06,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2782698,2022-06-13,13:00:00,PST,CABEACH_WQX-Crown 2001 Shoreline Dr.,STORET-950466811,,,,Fecal Coliform,,7,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,C008494-05,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2776097,2022-05-23,09:22:00,PST,CABEACH_WQX-Crown Windsurfer Corner,STORET-950464920,,,,Fecal Coliform,,1,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,C008014-03,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2796251,2022-10-11,11:50:00,PST,CABEACH_WQX-Crown Windsurfer Corner,STORET-966508227,,,,Total Coliform,,10,MPN/100mL,,Final,,Actual,,,,,,,,,,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,C011405-03,,,,,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,NALMS-20483a20-f7c8-11ec-9d63-03a2511d0bb3~Q,2022-06-12,18:45:00,MST,NALMS-F234279,STORET-1035943015,,,,Dissolved oxygen (DO),,4,mg/L,,Final,,Actual,,,,,,,,,,"Entry Environment: Near ShoreEntry location_id: USA-234279 Entry site:  Entry Lake: Lake Merritt, Alameda County, CA, USA Site site_id:  Entry UUID: 20483a20-f7c8-11ec-9d63-03a2511d0bb3 Entry User ID: 12487",,1,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2761738,2022-04-04,14:06:00,PST,CABEACH_WQX-Crown Sunset Rd.,STORET-950462559,,,,Enterococcus,,6,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,C006966-04,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2754108,2022-02-28,09:37:00,PST,CABEACH_WQX-Crown Bird Sanctuary,STORET-950460332,,,,Enterococcus,,39,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,C006295-06,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2790247,2022-08-29,13:15:00,PST,CABEACH_WQX-Crown Windsurfer Corner,STORET-966478524,,,,Total Coliform,,10,MPN/100mL,,Final,,Actual,,,,,,,,,,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,C010281-03,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2761731,2022-04-04,13:51:00,PST,CABEACH_WQX-Crown Bird Sanctuary,STORET-950460818,,,,Total Coliform,,120,MPN/100mL,,Final,,Actual,,,,,,,,,,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,C006966-06,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2776076,2022-05-17,12:42:00,PST,CABEACH_WQX-Crown Sunset Rd.,STORET-950463063,,,,Fecal Coliform,,1,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,C007869-04,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2810274,2022-11-21,09:31:00,PST,CABEACH_WQX-Crown 2001 Shoreline Dr.,STORET-966490829,,,,Fecal Coliform,,15,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,C012370-05,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2754113,2022-02-28,09:56:00,PST,CABEACH_WQX-Crown Sunset Rd.,STORET-950462063,,,,Total Coliform,,52,MPN/100mL,,Final,,Actual,,,,,,,,,,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,C006295-04,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2764273,2022-04-25,10:30:00,PST,CABEACH_WQX-Crown 2001 Shoreline Dr.,STORET-950466229,,,,Enterococcus,,1,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,C007444-05,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2790267,2022-08-22,10:51:00,PST,CABEACH_WQX-Crown Sunset Rd.,STORET-966505665,,,,Fecal Coliform,,150,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,C010148-04,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2788112,2022-08-01,13:22:00,PST,CABEACH_WQX-Crown Crab Cove,STORET-966481809,,,,Enterococcus,,25,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,C009634-01,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2788132,2022-02-14,10:42:00,PST,CABEACH_WQX-Crown Crab Cove,STORET-966484994,,,,Total Coliform,,24000,MPN/100mL,,Final,,Actual,,,,,,,,,,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,C006028-01,,,,,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,NALMS-203542c0-f7c8-11ec-acda-cd07b27c20b8~Q,2022-06-12,18:45:00,MST,NALMS-F234279,STORET-1035943010,,,,"Temperature, water",,22,deg C,,Final,,Actual,,,,,,,,,,"Entry Environment: Near ShoreEntry location_id: USA-234279 Entry site:  Entry Lake: Lake Merritt, Alameda County, CA, USA Site site_id:  Entry UUID: 203542c0-f7c8-11ec-acda-cd07b27c20b8 Entry User ID: 12487",,0,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-37.58583,-121.70333:20220728092500:100009",2022-07-28,09:25:00,PST,NALMS-F254866,STORET-1027453792,,,,pH,,8.6,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2802838,2022-10-24,10:13:00,PST,CABEACH_WQX-Crown Bird Sanctuary,STORET-966502549,,,,Total Coliform,,10,MPN/100mL,,Final,,Actual,,,,,,,,,,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,C011719-06,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2788104,2022-08-01,12:55:00,PST,CABEACH_WQX-Crown Sunset Rd.,STORET-966478258,,,,Enterococcus,,8,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,C009634-04,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2810282,2022-11-21,09:49:00,PST,CABEACH_WQX-Crown Windsurfer Corner,STORET-966505041,,,,Enterococcus,,8,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,C012370-03,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2764250,2022-04-18,12:46:00,PST,CABEACH_WQX-Crown Sunset Rd.,STORET-950462606,,,,Enterococcus,,44,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,C007321-04,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2770418,2022-05-09,07:58:00,PST,CABEACH_WQX-Crown 2001 Shoreline Dr.,STORET-950466268,,,,Enterococcus,,4,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,C007744-05,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2810273,2022-11-21,09:22:00,PST,CABEACH_WQX-Crown Bird Sanctuary,STORET-966511436,,,,Enterococcus,,14,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,C012370-06,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2790586,2022-09-19,09:53:00,PST,CABEACH_WQX-Crown Crab Cove,STORET-966489775,,,,Total Coliform,,200,MPN/100mL,,Final,,Actual,,,,,,,,,,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,C010798-01,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2770401,2022-05-02,13:05:00,PST,CABEACH_WQX-Crown 2001 Shoreline Dr.,STORET-950466240,,,,Enterococcus,,20,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,C007580-05,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2790220,2022-09-06,11:11:00,PST,CABEACH_WQX-Crown Sunset Rd.,STORET-966485785,,,,Total Coliform,,120,MPN/100mL,,Final,,Actual,,,,,,,,,,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,C010522-04,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2790271,2022-08-22,11:01:00,PST,CABEACH_WQX-Crown Windsurfer Corner,STORET-966482671,,,,Total Coliform,,110,MPN/100mL,,Final,,Actual,,,,,,,,,,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,C010148-03,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2810284,2022-11-21,09:58:00,PST,CABEACH_WQX-Crown Bath House,STORET-966502914,,,,Total Coliform,,20,MPN/100mL,,Final,,Actual,,,,,,,,,,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,C012370-02,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2790294,2022-08-15,13:03:00,PST,CABEACH_WQX-Crown Windsurfer Corner,STORET-966500618,,,,Fecal Coliform,,4,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,C009989-03,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2743689,2022-01-05,12:10:00,PST,CABEACH_WQX-Crown Windsurfer Corner,STORET-950463629,,,,Enterococcus,,3,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,C006416-03,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2790622,2022-09-26,12:22:00,PST,CABEACH_WQX-Crown Sunset Rd.,STORET-966485522,,,,Total Coliform,,20,MPN/100mL,,Final,,Actual,,,,,,,,,,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,C010990-04,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2776087,2022-05-17,13:13:00,PST,CABEACH_WQX-Crown Crab Cove,STORET-950466407,,,,Enterococcus,,11,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,C007869-01,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2790619,2022-09-26,12:15:00,PST,CABEACH_WQX-Crown 2001 Shoreline Dr.,STORET-966492345,,,,Total Coliform,,130,MPN/100mL,,Final,,Actual,,,,,,,,,,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,C010990-05,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2802851,2022-10-24,10:47:00,PST,CABEACH_WQX-Crown Bath House,STORET-966491838,,,,Enterococcus,,1,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,C011719-02,,,,,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-37.625,-122.02694:20220728114500:100017",2022-07-28,11:45:00,PST,NALMS-F2124549,STORET-1027453798,,,,"Temperature, air",,63,deg F,,Final,,Actual,,,,,,,,,,updated from preliminary to final;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2790273,2022-08-22,11:10:00,PST,CABEACH_WQX-Crown Bath House,STORET-966509745,,,,Fecal Coliform,,1,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,C010148-02,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2790201,2022-09-12,12:39:00,PST,CABEACH_WQX-Crown Crab Cove,STORET-966494870,,,,Fecal Coliform,,15,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,C010629-01,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2790621,2022-09-26,12:22:00,PST,CABEACH_WQX-Crown Sunset Rd.,STORET-966495897,,,,Fecal Coliform,,10,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,C010990-04,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2764255,2022-04-18,13:06:00,PST,CABEACH_WQX-Crown Bath House,STORET-950459124,,,,Enterococcus,,2,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,C007321-02,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2776096,2022-05-23,09:13:00,PST,CABEACH_WQX-Crown Sunset Rd.,STORET-950463108,,,,Enterococcus,,1,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,C008014-04,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2776130,2022-06-01,12:16:00,PST,CABEACH_WQX-Crown Crab Cove,STORET-950466919,,,,Fecal Coliform,,1,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,C008152-01,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2790251,2022-08-29,13:25:00,PST,CABEACH_WQX-Crown Bath House,STORET-966503311,,,,Enterococcus,,1,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,C010281-02,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2790193,2022-09-12,12:08:00,PST,CABEACH_WQX-Crown Sunset Rd.,STORET-966487569,,,,Total Coliform,,500,MPN/100mL,,Final,,Actual,,,,,,,,,,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,C010629-04,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2802852,2022-10-24,10:55:00,PST,CABEACH_WQX-Crown Crab Cove,STORET-966494941,,,,Fecal Coliform,,1,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,C011719-01,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2761779,2022-04-13,11:10:00,PST,CABEACH_WQX-Crown Windsurfer Corner,STORET-950464266,,,,Total Coliform,,31,MPN/100mL,,Final,,Actual,,,,,,,,,,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,C008463-03,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2782695,2022-06-13,12:51:00,PST,CABEACH_WQX-Crown Bird Sanctuary,STORET-950461533,,,,Fecal Coliform,,26,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,C008494-06,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2776136,2022-06-06,08:52:00,PST,CABEACH_WQX-Crown Bath House,STORET-950459711,,,,Fecal Coliform,,11,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,C008299-02,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2761760,2022-04-11,10:33:00,PST,CABEACH_WQX-Crown 2001 Shoreline Dr.,STORET-950465787,,,,Total Coliform,,200,MPN/100mL,,Final,,Actual,,,,,,,,,,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,C007132-05,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2788106,2022-08-01,13:05:00,PST,CABEACH_WQX-Crown Windsurfer Corner,STORET-966484448,,,,Total Coliform,,75,MPN/100mL,,Final,,Actual,,,,,,,,,,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,C009634-03,,,,,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,NALMS-2044f720-f7c8-11ec-931a-77f787ffcd2c~Q,2022-06-12,18:45:00,MST,NALMS-F234279,STORET-1035943014,,,,Dissolved oxygen (DO),,5,mg/L,,Final,,Actual,,,,,,,,,,"Entry Environment: Near ShoreEntry location_id: USA-234279 Entry site:  Entry Lake: Lake Merritt, Alameda County, CA, USA Site site_id:  Entry UUID: 2044f720-f7c8-11ec-931a-77f787ffcd2c Entry User ID: 12487",,0,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2743690,2022-01-05,12:10:00,PST,CABEACH_WQX-Crown Windsurfer Corner,STORET-950463635,,,,Fecal Coliform,,10,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,C006416-03,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2761735,2022-04-04,13:58:00,PST,CABEACH_WQX-Crown 2001 Shoreline Dr.,STORET-950465775,,,,Enterococcus,,22,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,C006966-05,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2790270,2022-08-22,11:01:00,PST,CABEACH_WQX-Crown Windsurfer Corner,STORET-966509142,,,,Fecal Coliform,,1,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,C010148-03,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2790588,2022-09-19,10:02:00,PST,CABEACH_WQX-Crown Bath House,STORET-966505039,,,,Fecal Coliform,,4,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,C010798-02,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2785743,2022-07-18,12:39:00,PST,CABEACH_WQX-Crown Windsurfer Corner,STORET-966509141,,,,Fecal Coliform,,1,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,C009333-03,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2802809,2022-10-17,09:06:00,PST,CABEACH_WQX-Crown Crab Cove,STORET-966493425,,,,Enterococcus,,6,cfu/100mL,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,4,CABEACH_WQX,EPA 1600,,,,C011563-01,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2761763,2022-04-11,10:45:00,PST,CABEACH_WQX-Crown Bird Sanctuary,STORET-950460831,,,,Total Coliform,,300,MPN/100mL,,Final,,Actual,,,,,,,,,,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,12,CABEACH_WQX,MF (APHA 9222B),,,,C007132-06,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2796214,2022-10-03,09:39:00,PST,CABEACH_WQX-Crown Windsurfer Corner,STORET-966486035,,,,Fecal Coliform,,1,cfu/100mL,,Final,,Actual,,,,,,,,,,1 CFU in 140mL total sample analyzed.,,0.1,m,,,,,,,,,,,,,,,,,,,,,,,,,7,CABEACH_WQX,MF (APHA 9222 D),,,,C011141-03,,,,,,,,,,,,,,,STORET
