OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_CCSF_OM24,PACIFIC OCEAN AT MUSSEL ROCKS,Ocean,"THE SITE IS LOCATED ON THE SAN FRANCISCO SOUTH, CA. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE IN THE PACIFIC OCEAN AT MUSSEL ROCKS.  THE STATION WAS PART OF THE CITY AND COUNTY OF SAN FRANCISCO (CCSF) DEPARTMENT OF PUBLIC WORKS (DPW) OCEAN OUTFALL MONITORING PROGRAM.  THE STUDY MONITORED FOR POTENTIAL CHANGES ASSOCIATED WITH SOUTHWEST OCEAN OUTFALL DIFFUSER WASTEWATER DISCHARGE IN THE NEARSHORE GULF OF THE FARALLONES.  MONITORING CONSISTED OF WATER QUALITY, BENTHIC, AND FISH AND EPIBENTHIC INVERTEBRATE SAMPLING.  IN 1997 THIS DPW PROGRAM WAS REPLACED BY THE CCSF PUBLIC UTILITIES COMMISSION SOUTHWEST OCEAN OUTFALL REGIONAL MONITORING PROGRAM.  FOR MORE INFORMATION ON THESE PROGRAMS, CONTACT CCSF AT (415) 2422201.",18050006,,,,,37.6668840000,-122.4956200000,24000,,,Interpolation-Digital Map Source (Tiger),NAD27,,,,,,,US,06,081,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_CCSF_SW15,BAKER BEACH NEAR SEA CLIFF 2 PUMP STATION,Ocean,"THE SITE IS LOCATED ON THE SAN FRANCISCO NORTH, CA. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE AT BAKER BEACH NEAR SEA CLIFF 2 PUMP STATION.  THE STATION IS PART OF THE CITY AND COUNTY OF SAN FRANCISCO (CCSF) PUBLIC UTILITIES COMMISSION SOUTHWEST OCEAN OUTFALL REGIONAL MONITORING PROGRAM.  THIS PROGRAM REPLACED THE CCSF DEPARTMENT OF PUBLIC WORKS OCEAN OUTFALL MONITORING PROGRAM IN 1997 AND MONITORS SHORELINE BACTERIOLOGICAL, MARINE SEDIMENT, BENTHIC INFAUNA, AND FISH AND EPIBENTHIC INVERTEBRATES.  FOR MORE INFORMATION ON THE STUDY, CONTACT CCSF AT TEL. (415) 2422201.",18050002,,,,,37.7911660000,-122.4842250000,24000,,,Interpolation-Digital Map Source (Tiger),NAD27,,,,,,,US,06,075,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_CCSF_SW16,BAKER BEACH OPPOSITE SEA CLIFF 2 PUMP STATION,Ocean,"THE SITE IS LOCATED ON THE SAN FRANCISCO NORTH, CA. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE AT BAKER BEACH OPPOSITE SEA CLIFF 2 PUMP STATION.  THE STATION IS PART OF THE CITY AND COUNTY OF SAN FRANCISCO (CCSF) PUBLIC UTILITIES COMMISSION SOUTHWEST OCEAN OUTFALL REGIONAL MONITORING PROGRAM.  THIS PROGRAM REPLACED THE CCSF DEPARTMENT OF PUBLIC WORKS OCEAN OUTFALL MONITORING PROGRAM IN 1997 AND MONITORS SHORELINE BACTERIOLOGICAL, MARINE SEDIMENT, BENTHIC INFAUNA, AND FISH AND EPIBENTHIC INVERTEBRATES.  FOR MORE INFORMATION ON THE STUDY, CONTACT CCSF AT TEL. (415) 2422201.",18050002,,,,,37.7902780000,-122.4851170000,24000,,,Interpolation-Digital Map Source (Tiger),NAD27,,,,,,,US,06,075,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_CCSF_SW17,CHINA BEACH NEAR SEA CLIFF 1 PUMP STATION,Ocean,"THE SITE IS LOCATED ON THE SAN FRANCISCO NORTH, CA. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE AT BAKER BEACH NEAR SEA CLIFF 1 PUMP STATION.  THE STATION IS PART OF THE CITY AND COUNTY OF SAN FRANCISCO (CCSF) PUBLIC UTILITIES COMMISSION SOUTHWEST OCEAN OUTFALL REGIONAL MONITORING PROGRAM.  THIS PROGRAM REPLACED THE CCSF DEPARTMENT OF PUBLIC WORKS OCEAN OUTFALL MONITORING PROGRAM IN 1997 AND MONITORS SHORELINE BACTERIOLOGICAL, MARINE SEDIMENT, BENTHIC INFAUNA, AND FISH AND EPIBENTHIC INVERTEBRATES.  FOR MORE INFORMATION ON THE STUDY, CONTACT CCSF AT TEL. (415) 2422201.",18050002,,,,,37.7896360000,-122.4868930000,24000,,,Interpolation-Digital Map Source (Tiger),NAD27,,,,,,,US,06,075,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_CCSF_SW18,OCEAN BEACH IN THE SURF IN-LINE WITH BALBOA STREET,Ocean,"THE SITE IS LOCATED ON THE POINT BONITA, CA. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE AT OCEAN BEACH IN THE SURF INLINE WITH BALBOA ST.  THE STATION IS PART OF THE CITY AND COUNTY OF SAN FRANCISCO (CCSF) PUBLIC UTILITIES COMMISSION SOUTHWEST OCEAN OUTFALL REGIONAL MONITORING PROGRAM.  THE STATION IS PART OF THE CITY AND COUNTY OF SAN FRANCISCO (CCSF) PUBLIC UTILITIES COMMISSION SOUTHWEST OCEAN OUTFALL REGIONAL MONITORING PROGRAM.  THIS PROGRAM REPLACED THE CCSF DEPARTMENT OF PUBLIC WORKS OCEAN OUTFALL MONITORING PROGRAM IN 1997 AND MONITORS SHORELINE BACTERIOLOGICAL, MARINE SEDIMENT, BENTHIC INFAUNA, AND FISH AND EPIBENTHIC INVERTEBRATES.  FOR MORE INFORMATION ON THE STUDY, CONTACT CCSF AT TEL. (415) 2422201.",18050006,,,,,37.7751660000,-122.5115090000,24000,,,Interpolation-Digital Map Source (Tiger),NAD27,,,,,,,US,06,075,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_CCSF_SW19,OCEAN BEACH AT THE LINCOLN OVERFLOW STRUCTURE,Ocean,"THE SITE IS LOCATED ON THE POINT BONITA, CA. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE AT OCEAN BEACH AT THE LINCOLN OVERFLOW STRUCTURE.  THE STATION IS PART OF THE CITY AND COUNTY OF SAN FRANCISCO (CCSF) PUBLIC UTILITIES COMMISSION SOUTHWEST OCEAN OUTFALL REGIONAL MONITORING PROGRAM.  THIS PROGRAM REPLACED THE CCSF DEPARTMENT OF PUBLIC WORKS OCEAN OUTFALL MONITORING PROGRAM IN 1997 AND MONITORS SHORELINE BACTERIOLOGICAL, MARINE SEDIMENT, BENTHIC INFAUNA, AND FISH AND EPIBENTHIC INVERTEBRATES.  FOR MORE INFORMATION ON THE STUDY, CONTACT CCSF AT TEL. (415) 2422201.",18050006,,,,,37.7641310000,-122.5107300000,24000,,,Interpolation-Digital Map Source (Tiger),NAD27,,,,,,,US,06,075,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_CCSF_SW20,OCEAN BEACH IN THE SURF IN-LINE WITH CUTLER AVE,Ocean,"THE SITE IS LOCATED ON THE SAN FRANCISCO SOUTH OE, CA. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE AT OCEAN BEACH IN THE SURF INLINE WITH CUTLER AVE.  THE STATION IS PART OF THE CITY AND COUNTY OF SAN FRANCISCO (CCSF) PUBLIC UTILITIES COMMISSION SOUTHWEST OCEAN OUTFALL REGIONAL MONITORING PROGRAM.  THIS PROGRAM REPLACED THE CCSF DEPARTMENT OF PUBLIC WORKS OCEAN OUTFALL MONITORING PROGRAM IN 1997 AND MONITORS SHORELINE BACTERIOLOGICAL, MARINE SEDIMENT, BENTHIC INFAUNA, AND FISH AND EPIBENTHIC INVERTEBRATES.  FOR MORE INFORMATION ON THE STUDY, CONTACT CCSF AT TEL. (415) 2422201.",18050006,,,,,37.7371660000,-122.5071730000,24000,,,Interpolation-Digital Map Source (Tiger),NAD27,,,,,,,US,06,075,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_CCSF_SW21,OCEAN BEACH AT THE VICENTE OVERFLOW STRUCTURE,Ocean,"THE SITE IS LOCATED ON THE SAN FRANCISCO SOUTH OE, CA. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE AT OCEAN BEACH AT THE VICENTE OVERFLOW STRUCTURE.  THE STATION IS PART OF THE CITY AND COUNTY OF SAN FRANCISCO (CCSF) PUBLIC UTILITIES COMMISSION SOUTHWEST OCEAN OUTFALL REGIONAL MONITORING PROGRAM.  THIS PROGRAM REPLACED THE CCSF DEPARTMENT OF PUBLIC WORKS OCEAN OUTFALL MONITORING PROGRAM IN 1997 AND MONITORS SHORELINE BACTERIOLOGICAL, MARINE SEDIMENT, BENTHIC INFAUNA, AND FISH AND EPIBENTHIC INVERTEBRATES.  FOR MORE INFORMATION ON THE STUDY, CONTACT CCSF AT TEL. (415) 2422201.",18050006,,,,,37.7354980000,-122.5071730000,24000,,,Interpolation-Digital Map Source (Tiger),NAD27,,,,,,,US,06,075,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_CCSF_SW211,OCEAN BEACH NEAR VICENTE OVERFLOW STRUCTURE,Ocean,"THE SITE IS LOCATED ON THE SAN FRANCISCO SOUTH OE, CA. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE ON OCEAN BEACH SHORE NEAR THE VICENTE OVERFLOW STRUCTURE.  THE STATION IS PART OF THE CITY AND COUNTY OF SAN FRANCISCO (CCSF) PUBLIC UTILITIES COMMISSION SOUTHWEST OCEAN OUTFALL REGIONAL MONITORING PROGRAM.  THIS PROGRAM REPLACED THE CCSF DEPARTMENT OF PUBLIC WORKS OCEAN OUTFALL MONITORING PROGRAM IN 1997 AND MONITORS SHORELINE BACTERIOLOGICAL, MARINE SEDIMENT, BENTHIC INFAUNA, AND FISH AND EPIBENTHIC INVERTEBRATES.  FOR MORE INFORMATION ON THE STUDY, CONTACT CCSF AT TEL. (415) 2422201.",18050006,,,,,37.7341110000,-122.5071730000,24000,,,Interpolation-Digital Map Source (Tiger),NAD27,,,,,,,US,06,075,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_CCSF_SW22,OCEAN BEACH AT LAKE MERCED OVERFLOW STRUCTURE,Ocean,"THE SITE IS LOCATED ON THE SAN FRANCISCO SOUTH OE, CA. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE AT OCEAN BEACH AT LAKE MERCED OVERFLOW STRUCTURE.  THE STATION IS PART OF THE CITY AND COUNTY OF SAN FRANCISCO (CCSF) PUBLIC UTILITIES COMMISSION SOUTHWEST OCEAN OUTFALL REGIONAL MONITORING PROGRAM.  THIS PROGRAM REPLACED THE CCSF DEPARTMENT OF PUBLIC WORKS OCEAN OUTFALL MONITORING PROGRAM IN 1997 AND MONITORS SHORELINE BACTERIOLOGICAL, MARINE SEDIMENT, BENTHIC INFAUNA, AND FISH AND EPIBENTHIC INVERTEBRATES.  FOR MORE INFORMATION ON THE STUDY, CONTACT CCSF AT TEL. (415) 2422201.",18050006,,,,,37.7091650000,-122.5016750000,24000,,,Interpolation-Digital Map Source (Tiger),NAD27,,,,,,,US,06,075,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_CCSF_TLC,TERMINUS OF LOBOS CREEK AT BAKER BEACH,River/Stream,"THE SITE IS LOCATED ON THE SAN FRANCISCO NORTH, CA. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE NEAR THE TERMINUS OF LOBOS CREEK. THE FLOW AT THIS PART OF LOBOS CREEK IS CARRIED BY PIPES AND IS DISCHARGED ONTO BAKER BEACH.  THIS STATION IS ONE OF A GROUP OF STATIONS MONITORED AT LOBOS CREEK BY THE CITY AND COUNTY OF SAN FRANCISCO DEPARTMENT OF PUBLIC WORKS (CCSF) AS A PRELIMINARY INVESTIGATION TO IDENTIFY THE SOURCE OF HIGH COLIFORM COUNTS APPEARING DOWNSTREAM AT CCSF SHORELINE STATIONS.  LOBOS CREEK DATA ARE REPORTED IN THE CCSF OCEAN OUTFALL MONITORING PROGRAM ANNUAL REPORTS FOR 19931996.  FOR MORE INFORMATION ON THE STUDY, CONTACT CCSF AT TEL. (415) 2422201.",18050002,,,,,37.7904990000,-122.4842000000,24000,,,Interpolation-Digital Map Source (Tiger),NAD27,,,,,,,US,06,075,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_COE_BELMO,BELMONT PUMPING STATION,Reservoir,"THE STATION IS LOCATED ON THE SAN MATEO CA 7.5' SERIES (TOPO.) QUAD. THE SITE WAS LOCATED AT BELMONT PUMPING STATION AT EL CAMINO REAL AT THE CITY LIMITS OF BELMONT AND SAN CARLOS.  THIS SITE NO LONGER EXISTS BUT WAS OUTSIDE OF GOLDEN GATE NATIONAL RECREATION AREA.  DATA ARE FROM MAJOR WILLIAM W. HARTS; CORP OF ENGINEERS; ""REPORT UPON THE EXPANSION AND DEVELOPMENT OF THE PRESIDIO OF SAN FRANCISCO; CALIFORNIA""; JANUARY 1907.  LITTLE IS KNOWN ABOUT WHAT THIS SITE WAS LIKE; THEREFORE; WE ARE ASSUMING THAT RESERVOIRS IN THIS REPORT WERE UNTREATED AND UNCOVERED. SOME OF THE RESERVOIRS THAT EXIST TODAY ARE NOW TREATED AND COVERED. OTHER ASSUMPTIONS HAVE BEEN MADE REGARDING SAMPLING LOCATIONS; SAMPLING METHODS; AND METHODS OF ANALYSIS.  FOR MORE INFORMATION ON THIS REPORT CONTACT GOLDEN GATE NRA; FORT MASON; BLDG. 201; SAN FRANCISCO CA 94123 (TEL. 4155614620).  DATA WERE PROCESSED AND UPLOADED TO STORET BY ADRIANE PETERSEN; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DR. SUITE 250; FORT COLLINS CO 80525 (TEL. 9702253516).***     Legacy STORET Station Type: /RESERV/TYPA/AMBNT",18050004,,,,,37.5135000000,-122.2670000000,0,,,Unknown,NAD27,,,,,,,US,06,081,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_COE_CLARE,CLARENDON HEIGHTS RESERVOIR,Reservoir,"THE STATION IS LOCATED ON THE SAN FRANCISCO NORTH; CA 7.5' SERIES (TOPO.) QUAD.  THE SITE IS AT A RESERVOIR AT CLARENDON AVE. AND OLYMPIA WAY (MAY BE SUTRO RESERVOIR) AND IS OUTSIDE OF GOLDEN GATE NATIONAL REC REATION AREA (GOGA).  DATA ARE FROM A REPORT BY MAJOR WILLIAM W. HARTS; CORP OF ENGINEERS; ""REPORT UPON THE EXPANSION AND DEVELOPMENT OF THE PRESIDIO OF SAN FRANCISCO; CALIFORNIA""; JANUARY 1907.  LITTLE IS KNOWN ABOUT WHAT THIS SITE WAS LIKE IN 1906; THEREFORE WE ARE ASSUMING THAT ALL RESERVOIRS IN THIS REPORT WERE UNTREATED AND UNCOVERED.  SOME OF THE RESERVOIRS THAT EXIST TODAY ARE NOW TREATED AND COVERED.  OTHER ASSUMPTIONS HAVE BEEN MADE REGARDING SAMPLING LOCATIONS; SAMPLING METHODS; AND METHODS OF ANALYSIS.  FOR MORE INFORMATION ON THIS REPORT CONTACT GOLDEN GATE NRA; FORT MASON; BLDG. 201; SAN FRANCISCO CA 94123 (TEL. 4155614620).  DATA WERE PROCESSED AND UPLOADED TO STORET BY ADRIANE PETERSEN; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DR. SUITE 250; FORT COLLINS CO 80525 (TEL. 9702253516).***     Legacy STORET Station Type: /RESERV/TYPA/AMBNT",18050002,,,,,37.7520833000,-122.4683889000,0,,,Unknown,NAD27,,,,,,,US,06,075,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_COE_COLLH,COLLEGE HILL RESERVOIR,Reservoir,"THE STATION IS LOCATED ON THE SAN FRANCISCO SOUTH; CA 7.5 MINUTE SERIES (TOPO.) QUAD.  THE SITE IS LOCATED AT COLLEGE HILL RESERVOIR ON ELSIE STREET AND APPLETON AVENUE AND IS OUTSIDE OF GOLDEN GATE NATIONAL REC REATION AREA (GOGA).  DATA ARE FROM A REPORT BY MAJOR WILLIAM W. HARTS; CORP OF ENGINEERS; ""REPORT UPON THE EXPANSION AND DEVELOPMENT OF THE PRESIDIO OF SAN FRANCISCO; CALIFORNIA""; JANUARY 1907.  LITTLE IS KNOWN ABOUT WHAT THIS SITE WAS LIKE IN 1906; THEREFORE; WE ARE ASSUMING THAT ALL RESERVOIRS IN THIS REPORT WERE UNTREATED AND UNCOVERED.  SOME OF THE RESERVOIRS THAT EXIST TODAY ARE NOW TREATED AND COVERED.  OTHER ASSUMPTIONS HAVE BEEN MADE REGARDING SAMPLING LOCATIONS; SAMPLING METHODS; AND METHODS OF ANALYSIS.  FOR MORE INFORMATION ON THIS REPORT CONTACT GOLDEN GATE NRA; FORT MASON; BLDG. 201; SAN FRANCISCO CA 94123 (TEL. 4155614620).  DATA WERE PROCESSED AND UPLOADED TO STORET BY ADRIANE PETERSEN; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DR. SUITE 250; FORT COLLINS CO 80525 (TEL. 9702253516).***     Legacy STORET Station Type: /RESERV/TYPA/AMBNT",18050004,,,,,37.7385556000,-122.4199444000,0,,,Unknown,NAD27,,,,,,,US,06,075,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_COE_CRYST,CRYSTAL SPRINGS LAKE (CRYSTAL SPGS RESERVOIR),Reservoir,"THE STATION IS LOCATED ON THE WOODSIDE CA 7.5 MINUTE SERIES (TOPO.) QUADRANGLE.  THE SITE IS LOCATED AT CRYSTAL SPRINGS RESERVOIR (EXACT SAMPLING COORDS. UNKNOWN) AND IS INSIDE OF GOLDEN GATE NATIONAL REC REATION AREA (GOGA).  DATA ARE FROM A REPORT BY MAJOR WILLIAM W. HARTS; CORP OF ENGINEERS; ""REPORT UPON THE EXPANSION AND DEVELOPMENT OF THE PRESIDIO OF SAN FRANCISCO; CALIFORNIA""; JANUARY 1907.  LITTLE IS KNOWN ABOUT WHAT THIS SITE WAS LIKE IN 1906; THEREFORE; WE ARE ASSUMING THAT ALL RESERVOIRS IN THIS REPORT WERE UNTREATED AND UNCOVERED.  SOME OF THE RESERVOIRS THAT EXIST TODAY ARE NOW TREATED AND COVERED.  OTHER ASSUMPTIONS HAVE BEEN MADE REGARDING SAMPLING LOCATIONS; SAMPLING METHODS; AND METHODS OF ANALYSIS.  FOR MORE INFORMATION ON THIS REPORT CONTACT GOLDEN GATE NRA; FORT MASON; BLDG. 201; SAN FRANCISCO CA 94123 (TEL. 4155614620).  DATA WERE PROCESSED AND UPLOADED TO STORET BY ADRIANE PETERSEN; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DR. SUITE 250; FORT COLLINS CO 80525 (TEL. 9702253516).***     Legacy STORET Station Type: /RESERV/TYPA/AMBNT",18050004,,,,,37.4966389000,-122.3388611000,0,,,Unknown,NAD27,,,,,,,US,06,081,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_COE_FRANC,FRANCISCO STREET RESERVOIR,Reservoir,"THE STATION IS LOCATED ON THE SAN FRANCISCO NORTH; CA 7.5' SERIES (TOPO) QUAD.  THE SITE IS LOCATED AT THE FRANCISCO ST. RESERVOIR AT HYDE STREET AND FRANCISCO STREET AND IS OUTSIDE OF GOLDEN GATE NATIONAL RECREATION AREA.  THIS RESERVOIR IS NO LONGER IN SERVICE.  DATA ARE FROM MAJOR WILLIAM W. HARTS; CORP OF ENGINEERS; ""REPORT UPON THE EXPANSION AND DEVELOPMENT OF THE PRESIDIO OF SAN FRANCISCO; CALIFORNIA""; JANUARY 1907. LITTLE IS KNOWN ABOUT WHAT THIS SITE WAS LIKE IN 1906; THEREFORE; WE ARE ASSUMING THAT RESERVOIRS IN THIS REPORT WERE UNTREATED AND UNCOVERED. SOME OF THE RESERVOIRS THAT EXIST TODAY ARE NOW TREATED AND COVERED. OTHER ASSUMPTIONS HAVE BEEN MADE REGARDING SAMPLING LOCATIONS; SAMPLING METHODS; AND METHODS OF ANALYSIS.  FOR MORE INFORMATION ON THIS REPORT CONTACT GOLDEN GATE NRA; FORT MASON; BLDG. 201; SAN FRANCISCO CA 94123 (TEL. 4155614620).  DATA WERE PROCESSED AND UPLOADED TO STORET BY ADRIANE PETERSEN; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DR. SUITE 250; FORT COLLINS CO 80525 (TEL. 9702253516).***     Legacy STORET Station Type: /RESERV/TYPA/AMBNT",18050002,,,,,37.8039167000,-122.4463333000,0,,,Unknown,NAD27,,,,,,,US,06,075,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_COE_HONDA,LAKE HONDA (LAGUNA HONDA),Reservoir,"THE STATION IS LOCATED ON THE SAN FRANCISCO NORTH; CA 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS LOCATED AT LAKE HONDA (EXACT SAMPLING COORDS. UNKNOWN) AND IS OUTSIDE OF GOLDEN GATE NATIONAL REC REATION AREA (GOGA).  DATA ARE FROM A REPORT BY MAJOR WILLIAM W. HARTS; CORP OF ENGINEERS; ""REPORT UPON THE EXPANSION AND DEVELOPMENT OF THE PRESIDIO OF SAN FRANCISCO; CALIFORNIA""; JANUARY 1907.  LITTLE IS KNOWN ABOUT WHAT THIS SITE WAS LIKE IN 1906; THEREFORE; WE ARE ASSUMING THAT ALL RESERVOIRS IN THIS REPORT WERE UNTREATED AND UNCOVERED.  SOME OF THE RESERVOIRS THAT EXIST TODAY ARE NOW TREATED AND COVERED.  OTHER ASSUMPTIONS HAVE BEEN MADE REGARDING SAMPLING LOCATIONS; SAMPLING METHODS; AND METHODS OF ANALYSIS.  FOR MORE INFORMATION ON THIS REPORT CONTACT GOLDEN GATE NRA; FORT MASON; BLDG. 201; SAN FRANCISCO CA 94123 (TEL. 4155614620).  DATA WERE PROCESSED AND UPLOADED TO STORET BY ADRIANE PETERSEN; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DR. SUITE 250; FORT COLLINS CO 80525 (TEL. 9702253516).***     Legacy STORET Station Type: /RESERV/TYPA/AMBNT",18050006,,,,,37.7519167000,-122.4738333000,0,,,Unknown,NAD27,,,,,,,US,06,075,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_COE_LOBOS,LOBOS CREEK,River/Stream,"THE STATION IS LOCATED ON THE SAN FRANCISCO NORTH; CA 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS LOCATED AT LOBOS CREEK (EXACT SAMPLING COORDINATES UNKNOWN) AND IS INSIDE OF GOLDEN GATE NATIONAL RECREATION AREA.  DATA ARE FROM A REPORT BY MAJOR WILLIAM W. HARTS; CORP OF ENGINEERS; ""REPORT UPON THE EXPANSION AND DEVELOPMENT OF THE PRESIDIO OF SAN FRANCISCO; CALIFORNIA""; JANUARY 1907.  ASSUMPTIONS HAVE BEEN MADE ABOUT SAMPLING LOCATIONS; SAMPLING METHODS; AND METHODS OF ANALYSIS.  FOR MORE INFORMATION ON THIS REPORT CONTACT THE CHIEF OF RESOURCES AT GOLDEN GATE NRA; FORT MASON; BUILDING 201; SAN FRANCISCO CA 94123 (TEL. 4155614620).  DATA WERE PROCESSED AND UPLOADED TO STORET BY ADRIANE PETERSEN; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DR. SUITE 250; FORT COLLINS CO 80525 (TEL. 9702253516).***     Legacy STORET Station Type: /TYPA/AMBNT/STREAM",18050002,,,,,37.7913611000,-122.4848056000,0,,,Unknown,NAD27,,,,,,,US,06,075,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_COE_LOMBA,LOMBARD STREET RESERVOIR,Reservoir,"THE STATION IS LOCATED ON THE SAN FRANCISCO NORTH CA 7.5 MINUTE SERIES (TOPO.) QUADRANGLE.  THE SITE IS AT LOMBARD STREET RESERVOIR AT HYDE STREET AND LOMBARD STREET AND IS OUTSIDE OF GOLDEN GATE NATIONAL REC REATION AREA (GOGA).  DATA ARE FROM A REPORT BY MAJOR WILLIAM W. HARTS; CORP OF ENGINEERS; ""REPORT UPON THE EXPANSION AND DEVELOPMENT OF THE PRESIDIO OF SAN FRANCISCO; CALIFORNIA""; JANUARY 1907.  LITTLE IS KNOWN ABOUT WHAT THIS SITE WAS LIKE IN 1906; THEREFORE; WE ARE ASSUMING THAT ALL RESERVOIRS IN THIS REPORT WERE UNTREATED AND UNCOVERED.  SOME OF THE RESERVOIRS THAT EXIST TODAY ARE NOW TREATED AND COVERED.  OTHER ASSUMPTIONS HAVE BEEN MADE REGARDING SAMPLING LOCATIONS; SAMPLING METHODS; AND METHODS OF ANALYSIS.  FOR MORE INFORMATION ON THIS REPORT CONTACT GOLDEN GATE NRA; FORT MASON; BLDG. 201; SAN FRANCISCO CA 94123 (TEL. 4155614620).  DATA WERE PROCESSED AND UPLOADED TO STORET BY ADRIANE PETERSEN; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DR. SUITE 250; FORT COLLINS CO 80525 (TEL. 9702253516).***     Legacy STORET Station Type: /RESERV/TYPA/AMBNT",18050002,,,,,37.8014167000,-122.4458056000,0,,,Unknown,NAD27,,,,,,,US,06,075,,,,,,,,,,STORET
